"cc_num","num_dist_merch"
"3.53113E+15","671"
"3.54359E+15","671"
"3.59822E+15","671"
"3.7493E+14","671"
"3.58601E+15","671"
"3.51867E+15","671"
"3.50097E+15","671"
"4.86131E+18","671"
"3.73905E+14","670"
"6.01189E+15","670"
"3.69136E+13","670"
"3.46273E+14","670"
"3.59622E+15","670"
"4.90468E+15","670"
"4.64289E+12","670"
"2.71221E+15","669"
"3.01996E+13","669"
"4.93998E+15","669"
"3.5239E+15","669"
"6.30425E+11","668"
"3.54116E+15","668"
"6.0111E+15","668"
"3.00443E+13","668"
"3.71226E+14","668"
"3.56826E+15","667"
"6.39024E+11","667"
"5.03874E+11","667"
"3.02388E+13","667"
"3.05516E+13","667"
"5.67868E+11","667"
"3.58929E+15","667"
"6.01172E+15","667"
"3.50604E+15","666"
"3.5983E+15","666"
"4.45237E+15","666"
"2.13174E+14","665"
"6.01168E+15","665"
"3.51823E+15","665"
"3.77027E+14","665"
"3.52754E+15","665"
"4.18183E+18","665"
"4.47684E+12","664"
"3.5296E+15","664"
"4.15895E+15","664"
"2.13158E+14","663"
"3.45389E+14","663"
"4.46446E+12","663"
"3.01318E+13","663"
"4.7973E+18","663"
"4.45083E+15","663"
"3.77993E+14","663"
"4.6816E+15","663"
"2.26674E+15","662"
"3.05612E+13","662"
"6.76369E+11","662"
"3.51237E+15","661"
"2.29601E+15","661"
"5.35954E+15","661"
"3.00291E+13","661"
"1.80043E+14","661"
"4.64685E+18","661"
"4.06998E+15","661"
"1.80047E+14","661"
"2.25492E+15","660"
"4.46978E+18","659"
"6.7599E+11","659"
"6.76373E+11","659"
"6.01115E+15","659"
"3.54008E+15","658"
"4.14964E+12","658"
"3.04282E+13","658"
"3.01184E+13","658"
"4.22371E+18","657"
"2.72001E+15","657"
"4.17395E+15","657"
"3.52384E+15","657"
"4.37734E+15","657"
"6.76102E+11","657"
"6.76195E+11","657"
"3.05182E+13","657"
"4.99773E+15","657"
"3.50194E+15","656"
"3.76028E+14","656"
"3.71284E+14","655"
"3.50151E+15","655"
"4.5604E+18","655"
"4.40001E+18","655"
"3.01974E+13","654"
"5.7386E+11","654"
"3.00747E+13","654"
"1.80031E+14","654"
"2.70319E+15","653"
"4.45195E+15","653"
"3.53301E+15","653"
"3.05016E+13","652"
"2.25206E+15","652"
"4.30103E+18","652"
"4.63496E+15","652"
"4.09245E+18","651"
"4.81084E+18","651"
"3.75083E+14","651"
"3.85305E+13","651"
"2.23561E+15","651"
"4.14761E+15","651"
"4.99811E+15","650"
"5.71465E+11","650"
"3.57758E+15","650"
"4.45773E+18","650"
"3.58796E+15","650"
"3.82956E+13","650"
"4.8097E+12","650"
"6.01139E+15","650"
"3.51876E+15","649"
"4.87378E+15","648"
"2.13194E+14","648"
"4.29493E+12","648"
"4.68364E+12","648"
"3.58379E+15","648"
"4.51424E+15","648"
"3.00304E+13","648"
"1.80011E+14","648"
"4.16976E+15","648"
"6.01138E+15","648"
"6.01154E+15","647"
"4.85549E+18","647"
"4.44637E+15","647"
"3.75975E+14","646"
"3.57303E+15","646"
"4.15502E+15","646"
"3.64859E+13","646"
"4.83962E+15","646"
"3.00268E+13","645"
"1.80085E+14","645"
"3.55916E+15","645"
"4.58758E+15","645"
"3.53433E+15","645"
"6.30485E+11","645"
"4.95165E+15","645"
"3.59192E+15","645"
"6.01149E+15","645"
"6.0114E+15","645"
"4.84131E+15","644"
"4.9883E+12","644"
"3.0176E+13","643"
"6.50612E+15","643"
"4.42781E+12","643"
"4.67173E+15","643"
"3.8199E+13","642"
"3.5469E+15","642"
"4.14924E+15","642"
"3.85885E+13","642"
"4.70899E+15","642"
"3.58275E+15","641"
"3.56484E+15","641"
"4.86229E+12","641"
"4.43088E+15","641"
"3.04077E+13","641"
"6.01186E+15","641"
"6.30442E+11","641"
"3.74498E+14","640"
"3.75248E+14","640"
"3.75534E+14","640"
"4.31958E+18","640"
"3.59312E+15","640"
"3.80575E+13","640"
"5.45678E+15","640"
"3.85805E+13","640"
"1.80049E+14","640"
"4.58626E+12","640"
"4.82666E+15","640"
"2.38346E+15","639"
"2.29745E+15","639"
"4.73685E+18","639"
"4.99235E+18","639"
"3.51487E+15","639"
"4.76943E+18","638"
"4.07977E+12","638"
"3.02353E+13","638"
"4.5E+12","637"
"3.56788E+15","637"
"4.33423E+15","637"
"3.76657E+14","637"
"3.77234E+14","637"
"3.60781E+13","637"
"4.44953E+15","637"
"2.13181E+14","636"
"4.62356E+12","636"
"4.26578E+15","636"
"4.65849E+15","636"
"4.19847E+12","635"
"6.59789E+15","635"
"6.30469E+11","635"
"5.02013E+11","635"
"3.4879E+14","635"
"2.24874E+15","634"
"3.43746E+14","634"
"3.56073E+15","634"
"4.56E+18","634"
"3.77114E+14","633"
"5.03848E+11","633"
"4.42434E+15","633"
"3.74656E+14","633"
"4.12873E+18","632"
"4.99049E+12","632"
"4.37899E+15","632"
"4.6404E+12","632"
"3.70612E+14","632"
"4.37926E+18","631"
"3.71009E+14","631"
"3.56032E+15","631"
"6.54473E+15","631"
"4.50914E+15","631"
"4.97942E+15","630"
"4.89042E+18","630"
"3.51362E+15","630"
"3.52457E+15","630"
"4.58493E+18","630"
"4.22973E+15","630"
"6.01133E+15","629"
"4.2929E+18","629"
"6.51722E+15","628"
"4.34253E+15","627"
"1.80067E+14","627"
"4.68352E+15","627"
"3.50418E+15","627"
"3.55968E+15","627"
"5.84674E+11","627"
"3.02906E+13","627"
"3.03641E+13","626"
"6.75946E+11","626"
"3.40951E+14","626"
"3.53581E+15","626"
"60416207185","626"
"3.52683E+15","625"
"4.01E+15","625"
"2.13191E+14","625"
"3.50659E+15","625"
"2.13148E+14","625"
"3.75849E+14","625"
"6.012E+15","625"
"4.5031E+18","625"
"4.19111E+15","625"
"4.102E+18","625"
"4.0891E+18","624"
"3.43669E+14","624"
"4.61005E+15","624"
"5.01899E+11","624"
"5.15205E+15","624"
"3.78905E+14","623"
"4.60707E+15","623"
"4.32893E+15","622"
"1.80018E+14","622"
"3.52182E+15","622"
"2.13153E+14","622"
"4.22035E+12","622"
"4.29404E+15","621"
"4.87402E+15","621"
"4.38491E+15","621"
"3.04424E+13","621"
"2.26977E+15","621"
"2.13127E+14","620"
"5.61943E+11","620"
"3.57554E+15","620"
"3.75768E+14","620"
"4.29274E+18","620"
"1.80073E+14","619"
"4.62945E+15","619"
"5.83699E+11","619"
"6.59286E+15","619"
"4.24792E+12","619"
"6.76174E+11","619"
"3.58574E+15","619"
"4.23955E+15","619"
"3.42351E+14","618"
"2.28881E+15","618"
"3.87974E+13","618"
"4.77707E+15","618"
"4.81079E+18","618"
"4.26013E+12","618"
"3.54021E+15","618"
"3.01435E+13","618"
"3.78279E+14","617"
"4.92638E+15","617"
"2.13162E+14","617"
"4.53857E+12","617"
"6.54767E+15","617"
"3.5149E+15","617"
"3.5492E+15","617"
"4.74288E+18","617"
"3.58704E+15","616"
"3.55258E+15","616"
"6.55425E+15","616"
"4.1781E+15","616"
"5.02038E+11","615"
"5.71844E+11","615"
"2.57671E+15","615"
"2.222E+15","615"
"6.76282E+11","615"
"4.06714E+15","615"
"60422928733","615"
"3.02305E+13","614"
"4.34496E+15","614"
"4.93586E+15","614"
"2.13113E+14","614"
"4.48826E+18","614"
"4.06058E+15","614"
"5.50108E+15","613"
"6.59597E+15","613"
"4.61331E+12","613"
"3.01352E+13","613"
"2.13196E+14","613"
"3.0267E+13","613"
"4.21008E+18","613"
"4.0401E+18","613"
"4.47432E+15","613"
"4.7614E+18","613"
"4.8004E+15","612"
"3.51753E+15","612"
"5.77589E+11","612"
"4.58513E+12","612"
"2.13126E+14","612"
"3.41546E+14","612"
"3.53852E+15","612"
"4.0666E+12","612"
"3.5607E+15","611"
"2.29116E+15","611"
"4.35579E+18","611"
"4.04851E+15","610"
"3.03433E+13","610"
"6.59325E+15","610"
"5.55986E+15","610"
"3.56874E+15","610"
"5.59635E+15","610"
"3.01535E+13","610"
"3.89477E+13","610"
"2.13125E+14","609"
"3.56196E+15","609"
"6.57356E+15","609"
"2.30534E+15","609"
"4.68915E+18","609"
"4.70787E+15","609"
"4.98113E+12","609"
"2.2548E+15","609"
"2.22938E+15","609"
"4.11976E+15","608"
"6.30426E+11","608"
"4.72724E+15","608"
"3.5338E+15","608"
"5.38866E+15","608"
"2.13175E+14","608"
"3.45832E+14","608"
"3.77655E+14","608"
"2.28624E+15","607"
"2.71391E+15","607"
"3.67214E+13","607"
"4.42349E+15","607"
"5.01803E+11","607"
"2.132E+14","607"
"3.49613E+14","607"
"3.51961E+15","607"
"2.70698E+15","606"
"6.51135E+15","606"
"4.02561E+15","606"
"2.47509E+15","606"
"5.81293E+11","606"
"3.01507E+13","606"
"4.50254E+18","605"
"3.72246E+14","605"
"4.5506E+15","605"
"3.44342E+14","605"
"3.05606E+13","605"
"3.50238E+15","604"
"3.0082E+13","604"
"3.4232E+14","604"
"4.95859E+18","604"
"6.76299E+11","604"
"4.71083E+18","604"
"3.55865E+15","603"
"4.27723E+15","603"
"3.02635E+13","602"
"4.16939E+12","602"
"3.43464E+14","602"
"2.34825E+15","602"
"4.48243E+15","602"
"4.71574E+18","602"
"2.23388E+15","601"
"4.18653E+12","601"
"3.54756E+15","599"
"2.13103E+14","599"
"3.74125E+14","598"
"3.54757E+15","596"
"4.78323E+12","595"
"4.12803E+15","595"
"3.03284E+13","594"
"3.72382E+14","592"
"4.65318E+18","584"
"4.31213E+18","577"
"3.56384E+15","576"
"4.63533E+15","575"
"2.35628E+15","573"
"2.45083E+15","570"
"3.5081E+15","569"
"6.5504E+15","568"
"6.01123E+15","568"
"4.89707E+18","568"
"6.59224E+15","568"
"4.48894E+15","567"
"4.38352E+12","567"
"4.59929E+15","567"
"4.48113E+12","566"
"1.80056E+14","566"
"4.27916E+12","566"
"5.58056E+15","565"
"3.52055E+15","565"
"2.7195E+15","565"
"3.70819E+14","565"
"4.60164E+12","564"
"1.80017E+14","564"
"4.65727E+15","563"
"4.85953E+15","562"
"4.71079E+15","562"
"5.10481E+15","562"
"6.01193E+15","561"
"3.58696E+15","561"
"6.01163E+15","561"
"3.56268E+15","561"
"3.01031E+13","561"
"4.2205E+18","560"
"3.56753E+15","560"
"4.10431E+15","560"
"3.54667E+15","560"
"4.23944E+12","560"
"4.662E+18","560"
"2.28507E+15","559"
"4.42878E+18","559"
"4.65812E+12","559"
"4.51835E+15","559"
"6.7631E+11","559"
"3.47073E+14","559"
"4.22599E+18","558"
"3.51351E+15","558"
"4.19574E+12","558"
"3.76262E+14","558"
"4.2662E+15","557"
"4.93346E+15","557"
"3.03762E+13","557"
"3.03447E+13","557"
"2.65785E+15","556"
"4.59974E+18","556"
"3.05465E+13","556"
"5.01831E+11","556"
"3.00332E+13","556"
"3.59793E+15","556"
"6.01131E+15","556"
"4.2554E+18","556"
"2.13187E+14","556"
"3.04043E+13","556"
"1.80014E+14","555"
"2.13186E+14","555"
"6.39046E+11","555"
"4.41058E+18","555"
"4.30659E+15","554"
"4.56283E+12","554"
"3.61539E+13","554"
"5.45671E+15","554"
"2.72083E+15","554"
"3.53318E+15","554"
"4.45144E+15","554"
"6.01192E+15","554"
"4.74071E+15","554"
"6.3903E+11","554"
"4.56189E+12","553"
"6.01125E+15","553"
"3.74238E+14","553"
"3.52567E+15","553"
"3.01437E+13","553"
"3.0427E+13","553"
"4.39097E+18","553"
"4.96986E+15","552"
"4.39352E+12","552"
"3.79897E+14","552"
"3.59293E+15","552"
"6.52891E+15","552"
"4.91719E+15","552"
"4.97353E+18","552"
"4.82237E+15","551"
"3.56418E+15","551"
"3.52841E+15","551"
"3.59801E+15","551"
"1.80069E+14","551"
"3.59924E+15","551"
"6.01136E+15","551"
"3.77896E+14","550"
"3.55972E+15","550"
"6.54098E+15","550"
"4.50538E+12","549"
"3.0093E+13","549"
"4.98985E+18","549"
"3.43473E+14","549"
"4.20811E+18","549"
"6.50698E+15","549"
"4.57064E+15","549"
"4.56137E+15","549"
"4.25407E+15","548"
"4.99626E+15","548"
"4.46746E+18","548"
"3.5433E+15","548"
"4.67061E+15","548"
"2.13164E+14","548"
"3.70349E+14","548"
"5.80954E+11","548"
"3.53472E+15","547"
"3.58329E+15","547"
"4.83904E+15","547"
"6.52438E+15","547"
"3.7755E+14","547"
"4.12977E+15","547"
"5.13048E+15","547"
"4.49745E+18","547"
"4.04504E+18","546"
"3.73043E+14","546"
"3.59734E+15","546"
"3.71034E+14","546"
"4.42815E+15","546"
"3.41543E+14","546"
"3.71985E+14","546"
"3.5652E+15","546"
"4.47716E+18","545"
"3.41283E+14","545"
"3.56688E+15","545"
"3.02489E+13","544"
"4.26E+12","544"
"3.40103E+14","544"
"6.0116E+15","544"
"60490596305","544"
"6.76149E+11","543"
"4.00377E+15","543"
"1.80046E+14","543"
"6.01155E+15","543"
"2.51231E+15","543"
"3.02429E+13","543"
"3.76013E+14","543"
"6.76118E+11","542"
"4.49791E+18","542"
"6.76248E+11","542"
"3.78858E+14","542"
"4.06309E+18","541"
"2.1312E+14","541"
"4.47157E+12","541"
"3.55888E+15","541"
"2.25623E+15","541"
"3.52823E+15","541"
"3.51923E+15","541"
"3.04876E+13","541"
"2.13114E+14","540"
"1.80081E+14","540"
"2.13155E+14","540"
"5.68279E+11","540"
"2.13156E+14","540"
"4.65101E+15","540"
"2.24835E+15","539"
"3.56542E+15","539"
"3.0371E+13","539"
"6.59674E+15","539"
"3.57779E+15","539"
"3.75905E+14","539"
"4.30663E+12","538"
"4.36538E+15","538"
"4.50992E+15","538"
"4.961E+15","538"
"3.55485E+15","538"
"3.43819E+14","538"
"4.01811E+18","538"
"4.92271E+15","538"
"4.31137E+18","537"
"2.72089E+15","537"
"4.7881E+12","536"
"6.7591E+11","536"
"3.51781E+15","535"
"3.4506E+14","535"
"6.76246E+11","535"
"4.00605E+12","534"
"5.0205E+11","533"
"3.58505E+15","532"
"4.07051E+15","532"
"4.95258E+15","530"
"3.48379E+14","529"
"4.35814E+18","529"
"4.95792E+12","529"
"3.57339E+15","527"
"4.7642E+15","423"
"3.5989E+15","417"
"2.2608E+15","416"
"4.80644E+12","416"
"4.37337E+18","415"
"3.05411E+13","415"
"3.00424E+13","414"
"4.18981E+12","414"
"5.1549E+15","413"
"3.73213E+14","413"
"3.56226E+15","413"
"4.04444E+18","412"
"3.47613E+14","412"
"6.76308E+11","412"
"4.22841E+15","411"
"3.65815E+13","411"
"5.71314E+11","411"
"2.13107E+14","411"
"3.78006E+14","411"
"3.53682E+15","410"
"6.76327E+11","410"
"2.27491E+15","410"
"3.59233E+15","409"
"6.53965E+15","409"
"6.52318E+15","409"
"3.04913E+13","409"
"3.46244E+14","409"
"4.78991E+15","409"
"3.46208E+14","409"
"6.59207E+15","408"
"3.01814E+13","408"
"2.23534E+15","408"
"4.42516E+15","408"
"3.05965E+13","408"
"2.61053E+15","408"
"3.5776E+15","408"
"5.81508E+11","408"
"4.98032E+18","408"
"4.5551E+15","407"
"4.68726E+12","407"
"1.80095E+14","406"
"5.70273E+11","406"
"6.0112E+15","406"
"4.15801E+12","406"
"3.50017E+15","406"
"3.03738E+13","406"
"4.10316E+12","406"
"3.75237E+14","406"
"2.28875E+15","406"
"3.56121E+15","405"
"6.76314E+11","405"
"2.35812E+15","405"
"2.2241E+15","405"
"4.11655E+15","405"
"5.60881E+11","405"
"60427851591","404"
"6.01148E+15","404"
"3.77265E+14","404"
"3.48254E+14","404"
"4.42608E+18","404"
"4.63307E+15","404"
"3.04342E+13","403"
"3.566E+15","403"
"6.51507E+15","403"
"2.22767E+15","403"
"3.61926E+13","402"
"4.98693E+15","402"
"60495593109","402"
"3.00115E+13","402"
"2.13137E+14","402"
"5.01883E+11","402"
"4.76012E+12","402"
"3.59798E+15","402"
"4.33553E+15","402"
"4.41272E+15","402"
"2.71402E+15","402"
"4.39668E+12","402"
"3.03574E+13","401"
"3.55482E+15","401"
"6.50131E+15","401"
"6.56446E+15","401"
"4.66631E+18","401"
"3.54002E+15","401"
"4.69816E+15","401"
"3.5378E+15","401"
"4.30816E+15","401"
"3.63605E+13","401"
"4.26006E+15","401"
"3.4236E+14","401"
"1.8004E+14","401"
"6.76292E+11","401"
"4.02622E+12","401"
"5.73284E+11","400"
"6.52678E+15","400"
"4.91723E+12","400"
"4.87836E+15","400"
"3.51106E+15","400"
"4.13446E+15","400"
"2.26822E+15","400"
"2.22982E+15","399"
"4.85585E+18","399"
"3.50137E+15","399"
"60487002085","399"
"3.79141E+14","399"
"6.76234E+11","399"
"3.59511E+15","399"
"4.34879E+15","399"
"4.72584E+18","399"
"5.28929E+15","399"
"2.23119E+15","399"
"60423098130","399"
"3.05109E+13","398"
"3.74822E+14","398"
"1.80059E+14","398"
"3.68903E+13","398"
"6.01171E+15","398"
"3.54155E+15","398"
"3.5792E+15","398"
"3.5934E+15","397"
"2.28406E+15","397"
"3.55744E+15","397"
"4.1714E+15","397"
"4.76727E+15","397"
"4.24495E+18","397"
"4.50145E+15","397"
"4.97223E+15","397"
"5.01828E+11","397"
"3.58309E+15","396"
"3.54169E+15","396"
"3.56594E+15","396"
"3.5305E+15","396"
"2.31806E+15","396"
"4.12454E+15","396"
"3.05702E+13","396"
"5.41006E+15","396"
"5.65399E+11","396"
"4.61006E+15","395"
"2.22216E+15","395"
"4.17972E+15","395"
"6.75962E+11","395"
"6.30413E+11","395"
"6.39096E+11","395"
"5.12741E+15","395"
"4.60016E+12","394"
"4.2097E+18","394"
"3.55055E+15","394"
"4.72567E+15","394"
"3.51329E+15","394"
"6.01195E+15","394"
"6.76276E+11","394"
"3.53161E+15","393"
"3.71683E+14","393"
"4.22622E+18","393"
"3.57298E+15","393"
"3.04083E+13","393"
"6.30471E+11","393"
"3.54461E+15","393"
"3.58113E+15","393"
"4.87927E+15","393"
"6.59394E+15","393"
"3.88595E+13","393"
"6.5022E+15","392"
"6.52696E+15","392"
"3.85443E+13","392"
"3.57766E+15","391"
"4.79894E+18","391"
"3.56034E+15","391"
"6.5691E+15","391"
"3.54086E+15","391"
"3.59863E+15","391"
"3.0446E+13","391"
"3.54216E+15","391"
"6.52645E+15","391"
"3.42036E+14","390"
"2.45408E+15","390"
"3.03603E+13","390"
"3.53692E+15","390"
"6.01158E+15","390"
"4.80755E+12","390"
"2.13199E+14","390"
"3.56025E+15","390"
"4.87401E+15","389"
"3.80144E+13","389"
"4.9147E+15","389"
"4.75604E+18","389"
"6.59725E+15","389"
"6.39077E+11","389"
"4.6059E+12","389"
"4.82402E+15","388"
"3.77835E+14","388"
"3.55151E+15","388"
"4.46204E+18","388"
"4.49249E+15","387"
"3.5824E+15","387"
"3.53409E+15","387"
"4.11027E+18","386"
"3.56637E+15","385"
"4.71346E+15","385"
"3.76944E+14","385"
"4.68274E+15","385"
"4.15876E+15","385"
"3.57628E+15","384"
"3.52706E+15","384"
"4.43309E+15","384"
"6.53533E+15","383"
"2.28087E+15","382"
"3.57651E+15","380"
"6.01198E+15","380"
"4.44058E+12","380"
"3.57614E+15","379"
"4.19583E+15","378"
"3.56541E+15","374"
"4.59357E+12","18"
"3.52126E+15","15"
"5.01851E+11","15"
"4.1687E+15","14"
"3.588E+15","14"
"4.20424E+15","13"
"4.07617E+12","12"
"1.80053E+14","12"
"4.62913E+12","12"
"5.77891E+11","12"
"1.80021E+14","12"
"3.04997E+13","12"
"4.65963E+18","12"
"1.80099E+14","12"
"5.30165E+15","11"
"5.86101E+11","11"
"3.52804E+15","11"
"6.01194E+15","11"
"3.54644E+15","11"
"3.54734E+15","11"
"3.54871E+15","11"
"3.55041E+15","11"
"6.51778E+15","11"
"4.41768E+15","11"
"6.7618E+11","11"
"4.18019E+18","11"
"3.78263E+14","11"
"4.25711E+18","10"
"2.24218E+15","10"
"2.29596E+15","10"
"4.49268E+15","10"
"3.72965E+14","10"
"3.54389E+15","10"
"4.45749E+12","10"
"1.80038E+14","10"
"4.66956E+15","10"
"3.45226E+14","10"
"3.47399E+14","10"
"4.16287E+18","10"
"3.52449E+15","10"
"3.75623E+14","10"
"5.03851E+11","10"
"6.01183E+15","9"
"6.50025E+15","9"
"3.54283E+15","9"
"4.24352E+18","9"
"2.28728E+15","9"
"3.52979E+15","9"
"4.84424E+12","9"
"4.88341E+12","9"
"5.14404E+15","9"
"4.91182E+18","9"
"3.85342E+13","9"
"4.08754E+15","9"
"4.59803E+12","9"
"3.88175E+13","8"
"3.49813E+14","8"
"3.55442E+15","8"
"4.15721E+15","8"
"3.54042E+15","8"
"4.48117E+18","8"
"4.97546E+12","7"
"4.35231E+18","7"
"6.57778E+15","7"
"3.54558E+15","7"
"4.73431E+15","7"
"4.71402E+18","7"
"6.01173E+15","7"
"5.01895E+11","6"
"3.40187E+14","6"
"4.2953E+12","5"
