"cc_num","avg_time_trans"
"4.67173E+15","06:54:17.895981"
"6.51722E+15","06:54:18.425197"
"4.12873E+18","06:54:26.183537"
"6.01154E+15","06:54:28.048877"
"4.99773E+15","06:54:29.893659"
"2.29601E+15","06:54:31.455621"
"3.04282E+13","06:54:40.788644"
"3.85305E+13","06:54:42.167915"
"3.58275E+15","06:55:01.752171"
"3.54008E+15","06:55:08.003157"
"3.56073E+15","06:55:12.951854"
"4.63496E+15","06:55:15.06514"
"3.00304E+13","06:55:15.272297"
"4.51424E+15","06:55:15.538887"
"3.05612E+13","06:55:20.410419"
"4.6404E+12","06:55:22.787209"
"4.99811E+15","06:55:26.079747"
"4.44953E+15","06:55:30.13028"
"4.73685E+18","06:55:34.526066"
"3.82956E+13","06:55:37.09996"
"4.45083E+15","06:55:38.427499"
"3.76028E+14","06:55:50.564994"
"2.24874E+15","06:55:51.96365"
"4.95165E+15","06:55:52.956522"
"4.29493E+12","06:55:53.214709"
"4.76943E+18","06:55:55.209486"
"4.45773E+18","06:56:04.033214"
"4.9883E+12","06:56:04.697509"
"4.70899E+15","06:56:04.796201"
"2.13181E+14","06:56:06.405694"
"4.44637E+15","06:56:06.909378"
"5.71465E+11","06:56:10.917722"
"4.83962E+15","06:56:11.938292"
"4.65849E+15","06:56:16.976652"
"3.52683E+15","06:56:18.178218"
"2.25206E+15","06:56:21.036802"
"3.00291E+13","06:56:23.847981"
"6.76102E+11","06:56:26.970297"
"4.26578E+15","06:56:32.030075"
"4.15895E+15","06:56:33.657957"
"6.0114E+15","06:56:35.800317"
"4.45195E+15","06:56:39.199683"
"4.22371E+18","06:56:49.655173"
"6.30469E+11","06:56:55.719382"
"4.19847E+12","06:56:58.668253"
"3.71284E+14","06:56:59.738407"
"4.14761E+15","06:57:03.686088"
"3.51487E+15","06:57:04.447087"
"3.57303E+15","06:57:06.426021"
"4.14964E+12","06:57:07.922284"
"3.75083E+14","06:57:11.833333"
"3.50194E+15","06:57:19.888845"
"4.17395E+15","06:57:21.675268"
"4.14924E+15","06:57:25.619047"
"3.56826E+15","06:57:30.333333"
"5.45678E+15","06:57:38.595238"
"3.56032E+15","06:57:51.33996"
"4.85549E+18","06:57:58.043737"
"3.51237E+15","06:58:03.101391"
"4.86229E+12","06:58:03.766388"
"5.35954E+15","06:58:07.464229"
"4.46978E+18","06:58:07.938022"
"3.00268E+13","06:58:09.18124"
"3.55916E+15","06:58:09.920509"
"3.45389E+14","06:58:11.522863"
"3.8199E+13","06:58:16.955485"
"3.01184E+13","06:58:17.500995"
"3.56788E+15","06:58:17.575517"
"6.30442E+11","06:58:22.425448"
"1.80049E+14","06:58:27.003581"
"4.97942E+15","06:58:32.505966"
"6.59789E+15","06:58:33.293556"
"3.85885E+13","06:58:41.949861"
"3.51362E+15","06:58:50.872162"
"3.50151E+15","06:59:07.072879"
"3.75248E+14","06:59:09.250996"
"6.01186E+15","06:59:31.996811"
"6.76195E+11","06:59:36.507177"
"3.53433E+15","06:59:38.014354"
"4.82666E+15","06:59:47.387315"
"3.59312E+15","06:59:55.259378"
"5.84674E+11","07:00:24.014395"
"4.43088E+15","07:00:24.494202"
"3.53301E+15","07:00:26.533386"
"4.84131E+15","07:00:26.954437"
"4.37734E+15","07:00:34.861945"
"2.72001E+15","07:00:47.620951"
"4.33423E+15","07:00:56.952"
"3.58379E+15","07:01:04.87395"
"3.64859E+13","07:01:05.810324"
"5.02013E+11","07:01:11.774129"
"3.5239E+15","07:01:15.066079"
"4.87378E+15","07:02:02.045728"
"3.59636E+15","07:02:16.385542"
"4.16976E+15","07:02:52.080483"
"2.26674E+15","07:03:13.027744"
"2.13194E+14","07:03:28.370221"
"3.58796E+15","07:04:55.975757"
"6.01173E+15","07:12:50"
"5.01895E+11","07:35:30"
"4.73431E+15","07:37:30"
"3.40187E+14","07:39:30"
"4.35231E+18","07:42:30"
"4.97546E+12","07:48:40"
"4.71402E+18","07:55:00"
"6.54473E+15","09:02:51.083591"
"60422928733","09:03:33.996889"
"4.12803E+15","09:03:48.615863"
"3.75849E+14","09:03:52.981366"
"4.37926E+18","09:04:09.963787"
"5.03848E+11","09:04:41.636457"
"4.32893E+15","09:04:54.158468"
"3.40951E+14","09:05:34.66805"
"3.76657E+14","09:05:48.417229"
"4.0401E+18","09:06:02.245323"
"2.28624E+15","09:06:09.252336"
"6.76282E+11","09:06:26.088311"
"6.012E+15","09:06:56.848674"
"4.38491E+15","09:07:09.739854"
"4.37899E+15","09:07:17.169615"
"4.29404E+15","09:07:27.922957"
"2.57671E+15","09:07:31.04633"
"5.01899E+11","09:07:32.045809"
"60416207185","09:07:33.017197"
"4.11976E+15","09:07:34.183143"
"3.51876E+15","09:07:39.823009"
"6.59325E+15","09:07:53.378448"
"3.55258E+15","09:08:01.84375"
"3.03641E+13","09:08:04.252215"
"2.22938E+15","09:08:12.28765"
"4.27723E+15","09:08:17.102658"
"3.54757E+15","09:08:40.835073"
"4.19111E+15","09:08:51.701461"
"3.02635E+13","09:09:00.688935"
"4.70787E+15","09:09:04.66597"
"3.55968E+15","09:09:05.201044"
"3.03433E+13","09:09:06.203655"
"2.13162E+14","09:09:08.240209"
"4.95859E+18","09:09:12.138003"
"3.03284E+13","09:09:28.480418"
"4.68915E+18","09:09:30.40795"
"3.67214E+13","09:09:32.020887"
"5.59635E+15","09:09:35.235109"
"3.53581E+15","09:09:38.119122"
"4.22035E+12","09:09:39.623824"
"2.47509E+15","09:09:42.100314"
"6.30426E+11","09:09:53.037114"
"5.83699E+11","09:09:58.963351"
"3.0082E+13","09:10:06.680606"
"3.43464E+14","09:10:13.455306"
"3.70612E+14","09:10:29.764521"
"4.56E+18","09:10:39.717425"
"4.42781E+12","09:10:44.18239"
"4.7614E+18","09:10:52.680628"
"3.52457E+15","09:10:56.731273"
"3.74125E+14","09:11:01.287958"
"2.13113E+14","09:11:04.968554"
"2.30534E+15","09:11:06.125654"
"3.5492E+15","09:11:09.816466"
"2.222E+15","09:11:10.62893"
"5.55986E+15","09:11:23.509691"
"3.43669E+14","09:11:29.386471"
"3.01507E+13","09:11:36.64916"
"6.75946E+11","09:11:37.724174"
"3.75768E+14","09:11:38.396226"
"4.48243E+15","09:11:38.573676"
"2.34825E+15","09:11:40.628931"
"3.58704E+15","09:11:41.594127"
"3.89477E+13","09:11:50.183534"
"2.2548E+15","09:11:50.415134"
"3.5149E+15","09:11:51.567908"
"5.15205E+15","09:12:02.078741"
"6.59286E+15","09:12:02.173228"
"3.54756E+15","09:12:06.771654"
"6.55425E+15","09:12:11.527559"
"3.0267E+13","09:12:14.653361"
"2.26977E+15","09:12:19.779527"
"3.51753E+15","09:12:19.831845"
"4.34496E+15","09:12:23.18612"
"4.61331E+12","09:12:25.777311"
"3.56874E+15","09:12:26.754202"
"3.02305E+13","09:12:29.810925"
"3.57554E+15","09:12:32.836134"
"4.8004E+15","09:12:44.786954"
"6.76174E+11","09:12:50.951129"
"3.59192E+15","09:12:51.04101"
"3.74656E+14","09:13:01.986337"
"4.98113E+12","09:13:04.319496"
"3.71009E+14","09:13:04.608101"
"4.06714E+15","09:13:06.940063"
"2.13196E+14","09:13:17.738033"
"5.61943E+11","09:13:18.179906"
"4.68352E+15","09:13:20.851735"
"5.02038E+11","09:13:22.882694"
"3.49613E+14","09:13:23.123029"
"6.59597E+15","09:13:23.273684"
"4.02561E+15","09:13:24.366123"
"3.80575E+13","09:13:25.528541"
"4.47432E+15","09:13:26.968421"
"2.23388E+15","09:13:34.831579"
"4.48826E+18","09:13:37.622305"
"4.50254E+18","09:13:39.221053"
"3.78905E+14","09:13:41.842106"
"4.72724E+15","09:13:44.747369"
"2.13126E+14","09:13:58.384372"
"4.62945E+15","09:14:01.801896"
"5.38866E+15","09:14:08.566913"
"3.04424E+13","09:14:11.285563"
"2.132E+14","09:14:12.056962"
"3.41546E+14","09:14:13.112165"
"4.06058E+15","09:14:14.218009"
"3.43746E+14","09:14:17.522403"
"4.26013E+12","09:14:19.968304"
"3.51961E+15","09:14:24.227728"
"4.01E+15","09:14:25.081707"
"4.35579E+18","09:14:27.376185"
"4.89042E+18","09:14:30.680021"
"3.01352E+13","09:14:33.27359"
"3.55865E+15","09:14:41.465471"
"1.80067E+14","09:14:43.331576"
"3.42351E+14","09:14:45.158228"
"3.02906E+13","09:14:52.626583"
"4.81079E+18","09:14:58.670184"
"3.56196E+15","09:15:06.269129"
"4.04851E+15","09:15:15.689382"
"4.5031E+18","09:15:16.069731"
"2.29116E+15","09:15:16.409715"
"4.58513E+12","09:15:23.157339"
"3.72246E+14","09:15:24.868005"
"4.92638E+15","09:15:35.575502"
"3.02353E+13","09:15:36.937698"
"4.58493E+18","09:15:48.393235"
"6.54767E+15","09:16:06.028557"
"4.61005E+15","09:16:09.328398"
"4.53857E+12","09:16:19.70386"
"4.60707E+15","09:16:26.240084"
"1.80073E+14","09:16:29.254362"
"3.4232E+14","09:16:30.222223"
"4.78323E+12","09:16:37.321334"
"4.1781E+15","09:16:51.124072"
"6.51135E+15","09:16:53.047619"
"4.71083E+18","09:16:59.587083"
"3.01535E+13","09:17:02.829889"
"5.01803E+11","09:17:08.671254"
"4.87402E+15","09:17:09.030206"
"4.18653E+12","09:17:09.284578"
"3.45832E+14","09:17:18.622882"
"5.71844E+11","09:17:23.389831"
"4.21008E+18","09:17:27.122416"
"3.87974E+13","09:17:30.588859"
"2.13148E+14","09:17:49.814324"
"4.93586E+15","09:17:51.091006"
"3.58574E+15","09:17:54.458598"
"3.05606E+13","09:18:02.450929"
"2.13125E+14","09:18:17.061008"
"3.50418E+15","09:18:39.925651"
"4.77707E+15","09:18:44.577801"
"6.57356E+15","09:18:45.406267"
"3.5607E+15","09:18:51.83847"
"4.0666E+12","09:19:06.794258"
"6.01133E+15","09:19:08.361702"
"3.5338E+15","09:19:08.580542"
"2.13175E+14","09:19:09.920255"
"3.50238E+15","09:19:11.425532"
"4.22973E+15","09:19:16.004251"
"6.76299E+11","09:19:23.094099"
"4.34253E+15","09:19:23.501862"
"3.53852E+15","09:19:27.510639"
"4.102E+18","09:19:30.910059"
"3.54021E+15","09:19:31.340426"
"2.13191E+14","09:19:33.528473"
"6.01149E+15","09:19:49.755319"
"4.2929E+18","09:19:58.01917"
"3.44342E+14","09:20:03.89984"
"4.71574E+18","09:20:05.814697"
"2.13127E+14","09:20:08.940926"
"5.50108E+15","09:20:28.225892"
"3.52182E+15","09:20:35.641982"
"3.77655E+14","09:20:36.856686"
"4.24792E+12","09:20:40.234541"
"2.70698E+15","09:20:46.663113"
"4.16939E+12","09:20:51.908315"
"2.13103E+14","09:20:52.803838"
"3.78279E+14","09:21:22.059765"
"4.42349E+15","09:21:22.680192"
"4.23955E+15","09:21:27.677522"
"2.28881E+15","09:21:31.938067"
"3.72382E+14","09:21:37.928457"
"2.13153E+14","09:22:31.702355"
"3.01435E+13","09:23:16.381156"
"4.29274E+18","09:23:20.503482"
"1.80018E+14","09:23:29.517685"
"3.50659E+15","09:23:42.806642"
"4.0891E+18","09:24:00.932476"
"5.81293E+11","09:24:24.656653"
"4.5506E+15","09:24:46.749059"
"5.77589E+11","09:25:14.516129"
"4.74288E+18","09:26:02.001076"
"2.71391E+15","09:26:44.797844"
"4.89707E+18","13:24:32.697925"
"3.56384E+15","13:27:07.321565"
"4.56189E+12","13:28:43.858571"
"2.35628E+15","13:29:33.553846"
"4.19574E+12","13:30:22.332046"
"4.2662E+15","13:31:54.069498"
"3.03762E+13","13:32:33.776062"
"6.59674E+15","13:33:37.889837"
"4.91719E+15","13:33:57.352941"
"4.42878E+18","13:34:19.96904"
"6.76246E+11","13:34:48.837209"
"4.97353E+18","13:35:01.119751"
"2.1312E+14","13:35:10.341615"
"3.52823E+15","13:35:10.684292"
"3.0427E+13","13:35:22.546584"
"3.01437E+13","13:35:34.026377"
"3.59924E+15","13:35:45.709852"
"2.45083E+15","13:35:53.390225"
"3.76262E+14","13:36:33.291829"
"3.59293E+15","13:36:44.301242"
"3.00332E+13","13:36:44.662005"
"4.85953E+15","13:37:03.356643"
"4.38352E+12","13:37:04.485982"
"4.25407E+15","13:37:33.452566"
"3.73043E+14","13:37:40.015565"
"6.5504E+15","13:37:57.096019"
"4.82237E+15","13:38:06.536965"
"3.56418E+15","13:38:45.747664"
"3.57779E+15","13:38:48.59813"
"6.01123E+15","13:38:57.198444"
"5.01831E+11","13:39:32.429906"
"4.01811E+18","13:39:38.317757"
"3.58329E+15","13:39:42.028082"
"3.03447E+13","13:39:42.056075"
"3.52567E+15","13:39:44.56742"
"4.48894E+15","13:39:47.092752"
"3.70819E+14","13:39:52.043682"
"1.80014E+14","13:40:41.794072"
"3.56268E+15","13:40:59.295775"
"60490596305","13:41:06.557377"
"4.65812E+12","13:41:09.234375"
"3.58696E+15","13:41:10.610329"
"3.77896E+14","13:41:20.203125"
"3.53472E+15","13:41:43.474179"
"6.76248E+11","13:41:47.8125"
"1.80046E+14","13:41:48.338558"
"1.80069E+14","13:41:52.453125"
"4.50992E+15","13:41:55.074277"
"2.24835E+15","13:41:59.061767"
"4.00605E+12","13:41:59.061767"
"6.76149E+11","13:42:10.938967"
"6.76118E+11","13:42:11.717647"
"3.59734E+15","13:42:21.157154"
"1.80056E+14","13:42:24.225352"
"6.01192E+15","13:42:31.008601"
"4.06309E+18","13:42:35.089914"
"3.4506E+14","13:42:43.627834"
"2.13114E+14","13:42:48.215963"
"4.41058E+18","13:42:56.150235"
"2.13156E+14","13:42:58.448276"
"3.51923E+15","13:43:14.352941"
"5.0205E+11","13:43:17.24354"
"4.59974E+18","13:43:17.384495"
"3.02429E+13","13:43:19.231975"
"4.30663E+12","13:43:26.546594"
"2.65785E+15","13:43:37.916993"
"5.45671E+15","13:43:38.010963"
"3.53318E+15","13:43:41.628818"
"3.0093E+13","13:43:48.414443"
"4.60164E+12","13:44:07.382445"
"4.27916E+12","13:44:14.070588"
"4.39352E+12","13:44:41.520376"
"3.5081E+15","13:44:45.306122"
"5.13048E+15","13:44:52.705883"
"2.51231E+15","13:45:07.11146"
"3.5433E+15","13:45:22.541177"
"3.76013E+14","13:45:28.584906"
"3.75905E+14","13:45:33.747054"
"4.51835E+15","13:45:34.029851"
"2.28507E+15","13:45:37.329143"
"3.05465E+13","13:45:43.92773"
"6.7591E+11","13:45:52.15748"
"3.74238E+14","13:45:57.315542"
"4.00377E+15","13:46:00.612726"
"3.70349E+14","13:46:02.356638"
"4.63533E+15","13:46:04.430479"
"4.662E+18","13:46:13.857031"
"3.61539E+13","13:46:20.031422"
"5.68279E+11","13:46:21.226415"
"3.41543E+14","13:46:21.963865"
"3.56753E+15","13:46:21.968504"
"4.26E+12","13:46:22.199528"
"4.57064E+15","13:46:24.728132"
"4.961E+15","13:46:25.370079"
"4.50538E+12","13:46:37.735849"
"3.43473E+14","13:46:42.40566"
"4.31213E+18","13:46:48.160377"
"6.01193E+15","13:47:07.971698"
"3.47073E+14","13:47:10.943396"
"4.47716E+18","13:47:36.283465"
"4.42815E+15","13:47:39.228953"
"4.30659E+15","13:47:46.993671"
"3.51781E+15","13:47:53.060582"
"3.78858E+14","13:47:53.716535"
"6.50698E+15","13:48:00.992126"
"3.58505E+15","13:48:05.763779"
"2.25623E+15","13:48:19.621749"
"4.96986E+15","13:49:16.312056"
"3.55485E+15","13:49:18.388626"
"4.2205E+18","13:49:32.933754"
"4.39097E+18","13:49:35.051384"
"4.07051E+15","13:49:36.861198"
"6.52891E+15","13:49:40.457413"
"6.3903E+11","13:49:45.851735"
"4.67061E+15","13:49:47.220903"
"3.52841E+15","13:49:48.492502"
"2.7195E+15","13:49:51.381215"
"4.22599E+18","13:49:53.611988"
"3.41283E+14","13:49:58.059937"
"6.01163E+15","13:49:59.905288"
"4.2554E+18","13:50:16.337806"
"3.71985E+14","13:50:18.151659"
"6.52438E+15","13:50:19.494072"
"4.83904E+15","13:50:25.253164"
"3.40103E+14","13:50:27.980997"
"4.48113E+12","13:50:38.216258"
"4.47157E+12","13:50:47.515823"
"3.02489E+13","13:50:49.336493"
"5.80954E+11","13:50:58.150198"
"3.79897E+14","13:51:13.111639"
"4.65101E+15","13:51:22.612826"
"4.56137E+15","13:51:28.765822"
"6.59224E+15","13:51:31.351778"
"4.65318E+18","13:51:34.007905"
"3.56688E+15","13:51:35.031645"
"4.65727E+15","13:51:44.59588"
"4.74071E+15","13:51:46.529645"
"1.80081E+14","13:51:53.496836"
"4.12977E+15","13:52:27.958861"
"3.04876E+13","13:52:42.674051"
"4.98985E+18","13:52:58.239492"
"3.51351E+15","13:53:12.428571"
"3.04043E+13","13:53:24.275534"
"4.7881E+12","13:53:35.257732"
"4.10431E+15","13:53:40.697306"
"4.04504E+18","13:54:03.378271"
"6.39046E+11","13:54:03.758922"
"4.20811E+18","13:54:16.095238"
"3.52055E+15","13:54:20.095238"
"4.49791E+18","13:54:27.692307"
"4.46746E+18","13:54:28.666667"
"3.7755E+14","13:54:29.928628"
"6.01155E+15","13:54:40.365369"
"4.92271E+15","13:54:45.249802"
"6.54098E+15","13:54:58.52381"
"1.80017E+14","13:55:25.421304"
"4.95258E+15","13:55:33.598094"
"6.0116E+15","13:55:36.886417"
"3.55972E+15","13:55:49.220986"
"6.01131E+15","13:55:50.596659"
"6.7631E+11","13:55:52.607313"
"3.54667E+15","13:56:08.155803"
"2.13164E+14","13:56:25.325914"
"4.49745E+18","13:57:17.245223"
"4.95792E+12","13:57:20.255387"
"4.31137E+18","13:57:21.974522"
"5.58056E+15","13:58:10.726257"
"3.56542E+15","13:58:25.215311"
"3.01031E+13","13:58:28.181818"
"3.48379E+14","13:58:32.605577"
"2.72083E+15","13:58:42.617718"
"2.13186E+14","13:59:00.43131"
"4.23944E+12","13:59:05.315243"
"3.55888E+15","13:59:16.985646"
"4.56283E+12","13:59:30.313253"
"3.5652E+15","13:59:34.552716"
"3.59801E+15","14:00:05.415335"
"4.36538E+15","14:00:34.608"
"3.59793E+15","14:01:15.552"
"2.72089E+15","14:01:30.336"
"6.01125E+15","14:02:27.325301"
"4.71079E+15","14:03:06.490385"
"2.13155E+14","14:03:29.109863"
"2.13187E+14","14:03:39.421687"
"3.71034E+14","14:04:15.65008"
"3.57339E+15","14:04:37.638554"
"3.43819E+14","14:04:52.524116"
"4.35814E+18","14:05:15.434084"
"5.10481E+15","14:05:24.771085"
"4.45144E+15","14:07:02.222222"
"4.93346E+15","14:07:12.608695"
