"cc_num","transaction_count","total_amount","fraud_count","fraud_rate_pct"
"2.22767E+15","635","57184.24","16","2.52"
"4.72584E+18","643","81106.41","16","2.49"
"4.87401E+15","642","40448.41","16","2.49"
"3.00115E+13","648","59221.70","16","2.47"
"4.63307E+15","641","47901.51","15","2.34"
"3.53409E+15","645","53284.89","15","2.33"
"6.59725E+15","646","41747.62","15","2.32"
"3.4236E+14","651","44853.45","15","2.30"
"5.1549E+15","651","58851.36","15","2.30"
"6.76276E+11","621","69857.15","14","2.25"
"4.91723E+12","634","37717.29","14","2.21"
"3.54461E+15","637","43911.36","14","2.20"
"2.61053E+15","643","65896.40","14","2.18"
"3.5378E+15","646","43819.56","14","2.17"
"5.71314E+11","644","40014.20","14","2.17"
"3.56226E+15","646","45834.68","14","2.17"
"4.02622E+12","647","59394.55","14","2.16"
"60427851591","647","71021.76","14","2.16"
"4.78991E+15","651","57095.69","14","2.15"
"4.5551E+15","653","71674.21","14","2.14"
"5.70273E+11","628","43243.83","13","2.07"
"6.75962E+11","629","56965.14","13","2.07"
"3.55482E+15","640","65096.45","13","2.03"
"6.01158E+15","643","48278.77","13","2.02"
"3.52706E+15","644","48393.86","13","2.02"
"4.33553E+15","642","42275.34","13","2.02"
"3.47613E+14","646","35231.85","13","2.01"
"4.87927E+15","654","67367.98","13","1.99"
"4.80644E+12","658","45342.48","13","1.98"
"3.54086E+15","629","43852.93","12","1.91"
"3.80144E+13","632","44798.30","12","1.90"
"3.61926E+13","636","56507.48","12","1.89"
"6.01195E+15","636","42627.42","12","1.89"
"3.05109E+13","635","43599.68","12","1.89"
"3.56594E+15","636","46374.58","12","1.89"
"4.85585E+18","637","49071.04","12","1.88"
"3.78006E+14","641","61827.41","12","1.87"
"6.76292E+11","643","44369.60","12","1.87"
"6.5691E+15","643","45760.90","12","1.87"
"4.18981E+12","643","41107.64","12","1.87"
"4.68726E+12","642","40879.16","12","1.87"
"60495593109","642","41909.11","12","1.87"
"5.01883E+11","641","48596.09","12","1.87"
"4.10316E+12","644","65187.74","12","1.86"
"6.76308E+11","646","41674.65","12","1.86"
"3.54155E+15","645","53204.50","12","1.86"
"6.01198E+15","646","48672.83","12","1.86"
"3.54216E+15","650","38942.76","12","1.85"
"2.28875E+15","648","46966.58","12","1.85"
"1.80095E+14","653","48254.65","12","1.84"
"4.26006E+15","654","50929.82","12","1.83"
"4.71346E+15","613","63816.97","11","1.79"
"3.55744E+15","613","48094.88","11","1.79"
"3.42036E+14","629","49927.84","11","1.75"
"3.5305E+15","627","46481.02","11","1.75"
"4.12454E+15","632","51173.87","11","1.74"
"6.52696E+15","637","45223.73","11","1.73"
"4.42608E+18","640","37604.38","11","1.72"
"5.12741E+15","644","38935.67","11","1.71"
"3.5934E+15","644","42029.67","11","1.71"
"6.59394E+15","646","57348.20","11","1.70"
"3.58309E+15","648","52101.42","11","1.70"
"4.76012E+12","648","41081.94","11","1.70"
"3.50137E+15","648","53546.97","11","1.70"
"3.73213E+14","652","43691.34","11","1.69"
"4.66631E+18","650","64541.39","11","1.69"
"3.53682E+15","650","40183.64","11","1.69"
"2.45408E+15","654","66735.80","11","1.68"
"3.54169E+15","655","40063.44","11","1.68"
"6.52678E+15","660","49131.91","11","1.67"
"6.76234E+11","628","61337.39","10","1.59"
"2.71402E+15","633","50153.64","10","1.58"
"4.15801E+12","634","37631.63","10","1.58"
"3.59863E+15","634","41934.89","10","1.58"
"6.01148E+15","634","48444.23","10","1.58"
"4.11027E+18","635","34052.05","10","1.57"
"3.75237E+14","638","48263.06","10","1.57"
"4.46204E+18","636","39827.65","10","1.57"
"6.30471E+11","637","62044.83","10","1.57"
"6.01171E+15","637","45961.73","10","1.57"
"4.7642E+15","640","38400.71","10","1.56"
"3.71683E+14","639","42167.69","10","1.56"
"2.13137E+14","647","45208.70","10","1.55"
"4.41272E+15","647","50149.74","10","1.55"
"4.69816E+15","646","39498.03","10","1.55"
"3.57766E+15","644","42806.77","10","1.55"
"3.46244E+14","650","44812.82","10","1.54"
"60423098130","651","39197.22","10","1.54"
"4.49249E+15","650","65990.60","10","1.54"
"3.77835E+14","649","43902.70","10","1.54"
"3.00424E+13","650","39047.62","10","1.54"
"4.59929E+15","1241","96826.08","19","1.53"
"3.52055E+15","1261","96751.14","19","1.51"
"1.80059E+14","616","48002.97","9","1.46"
"3.03738E+13","624","45293.89","9","1.44"
"3.58113E+15","627","52220.26","9","1.44"
"4.24495E+18","623","63423.77","9","1.44"
"6.0112E+15","627","39587.08","9","1.44"
"5.41006E+15","630","37575.48","9","1.43"
"3.5824E+15","630","44117.90","9","1.43"
"3.59798E+15","634","39131.16","9","1.42"
"3.76944E+14","632","43335.98","9","1.42"
"3.05965E+13","636","37462.02","9","1.42"
"4.30816E+15","634","64821.33","9","1.42"
"4.2097E+18","635","39101.68","9","1.42"
"3.57628E+15","633","64929.22","9","1.42"
"3.05702E+13","633","44388.95","9","1.42"
"5.60881E+11","636","41848.29","9","1.42"
"3.51106E+15","639","42991.89","9","1.41"
"3.46208E+14","643","51988.66","9","1.40"
"5.81508E+11","645","67135.04","9","1.40"
"4.82402E+15","641","41118.07","9","1.40"
"3.04342E+13","641","43590.25","9","1.40"
"4.11655E+15","649","46462.61","9","1.39"
"3.53692E+15","647","47813.51","9","1.39"
"3.65815E+13","648","41393.21","9","1.39"
"2.2608E+15","658","51181.93","9","1.37"
"4.13446E+15","655","47593.45","9","1.37"
"4.75604E+18","620","39292.05","8","1.29"
"60487002085","618","40627.07","8","1.29"
"5.73284E+11","627","42644.97","8","1.28"
"3.88595E+13","630","43761.35","8","1.27"
"6.5022E+15","631","64814.27","8","1.27"
"3.03574E+13","632","39007.30","8","1.27"
"6.30413E+11","631","36475.41","8","1.27"
"5.01828E+11","635","42743.31","8","1.26"
"6.76327E+11","635","59860.88","8","1.26"
"3.56025E+15","633","41156.92","8","1.26"
"4.39668E+12","636","44372.93","8","1.26"
"3.5989E+15","642","54949.65","8","1.25"
"4.22841E+15","639","37457.72","8","1.25"
"4.34879E+15","641","64543.46","8","1.25"
"3.5792E+15","639","60696.70","8","1.25"
"3.57779E+15","1285","78831.10","16","1.25"
"3.77265E+14","640","46326.92","8","1.25"
"4.37337E+18","644","34352.81","8","1.24"
"3.54002E+15","643","61732.46","8","1.24"
"3.48254E+14","650","46471.26","8","1.23"
"3.55055E+15","648","61094.67","8","1.23"
"2.23534E+15","653","41283.62","8","1.23"
"4.6059E+12","649","52962.33","8","1.23"
"4.97223E+15","656","45939.79","8","1.22"
"2.13187E+14","1246","101388.40","15","1.20"
"4.98985E+18","1262","116950.16","15","1.19"
"3.51923E+15","1276","88787.69","15","1.18"
"3.52823E+15","1287","90206.59","15","1.17"
"2.24835E+15","1280","88020.03","15","1.17"
"4.60016E+12","614","45860.09","7","1.14"
"4.79894E+18","627","45065.07","7","1.12"
"3.63605E+13","630","42566.82","7","1.11"
"6.01155E+15","1260","129367.28","14","1.11"
"4.56137E+15","1265","65329.64","14","1.11"
"4.04444E+18","632","55586.92","7","1.11"
"2.22216E+15","635","36496.83","7","1.10"
"3.57651E+15","638","34276.70","7","1.10"
"3.41543E+14","1274","74624.56","14","1.10"
"4.48894E+15","1284","117061.91","14","1.09"
"6.76149E+11","1279","81870.65","14","1.09"
"2.27491E+15","642","44514.75","7","1.09"
"3.05411E+13","644","41055.74","7","1.09"
"3.50017E+15","642","43048.73","7","1.09"
"4.76727E+15","641","45123.90","7","1.09"
"2.35812E+15","646","51700.48","7","1.08"
"4.2662E+15","1296","93096.63","14","1.08"
"6.52318E+15","655","41641.79","7","1.07"
"2.28406E+15","653","49790.34","7","1.07"
"4.36538E+15","1251","122212.87","13","1.04"
"4.27916E+12","1276","71046.47","13","1.02"
"3.58505E+15","1271","102217.01","13","1.02"
"3.74238E+14","1275","74540.01","13","1.02"
"2.13156E+14","1277","126479.74","13","1.02"
"6.76118E+11","1276","84552.87","13","1.02"
"3.00332E+13","1288","124114.37","13","1.01"
"6.50131E+15","623","54713.60","6","0.96"
"3.43819E+14","1245","80044.48","12","0.96"
"2.7195E+15","1268","87842.63","12","0.95"
"6.52438E+15","1266","92433.44","12","0.95"
"3.04876E+13","1265","77401.30","12","0.95"
"4.26013E+12","1894","141395.11","18","0.95"
"4.92271E+15","1262","85678.59","12","0.95"
"4.60164E+12","1277","89926.34","12","0.94"
"3.78858E+14","1271","82991.28","12","0.94"
"4.51835E+15","1274","78643.58","12","0.94"
"5.13048E+15","1276","128253.73","12","0.94"
"3.56753E+15","1271","89970.04","12","0.94"
"1.80046E+14","1277","86134.68","12","0.94"
"3.05465E+13","1274","95623.77","12","0.94"
"3.56268E+15","1279","90434.79","12","0.94"
"3.5433E+15","1276","116242.33","12","0.94"
"1.80014E+14","1283","89426.56","12","0.94"
"2.45083E+15","1290","78591.82","12","0.93"
"4.25407E+15","1287","87046.89","12","0.93"
"4.19574E+12","1296","84086.29","12","0.93"
"4.42878E+18","1293","95310.95","12","0.93"
"6.59207E+15","644","60060.98","6","0.93"
"3.04913E+13","646","45308.55","6","0.93"
"3.59924E+15","1290","78481.41","12","0.93"
"4.89707E+18","1302","85405.26","12","0.92"
"3.5652E+15","1253","92798.27","11","0.88"
"4.93346E+15","1243","76827.77","11","0.88"
"2.72089E+15","1251","85465.91","11","0.88"
"4.961E+15","1271","78724.13","11","0.87"
"6.7591E+11","1271","115671.81","11","0.87"
"3.51351E+15","1261","76749.28","11","0.87"
"4.74071E+15","1266","90414.15","11","0.87"
"6.39046E+11","1262","125115.32","11","0.87"
"3.53318E+15","1278","79697.90","11","0.86"
"2.51231E+15","1275","83456.28","11","0.86"
"4.38352E+12","1285","84303.39","11","0.86"
"3.51781E+15","1272","80744.86","11","0.86"
"4.50992E+15","1280","76998.52","11","0.86"
"3.5081E+15","1275","76010.59","11","0.86"
"3.52567E+15","1284","127242.75","11","0.86"
"3.77896E+14","1281","94585.00","11","0.86"
"6.76246E+11","1291","93242.24","11","0.85"
"3.03762E+13","1296","85749.81","11","0.85"
"4.85953E+15","1288","80182.93","11","0.85"
"6.01138E+15","2575","162251.30","22","0.85"
"3.01437E+13","1290","90490.78","11","0.85"
"4.56189E+12","1302","87936.86","11","0.84"
"4.62945E+15","1899","95264.46","16","0.84"
"3.57554E+15","1905","111248.46","16","0.84"
"1.80085E+14","2569","181321.73","21","0.82"
"3.05182E+13","2565","153657.93","21","0.82"
"5.58056E+15","1254","122555.02","10","0.80"
"3.71034E+14","1247","84037.10","10","0.80"
"2.72083E+15","1254","111860.63","10","0.80"
"2.13113E+14","1909","131047.40","15","0.79"
"4.92638E+15","1895","176372.00","15","0.79"
"6.7631E+11","1259","74125.88","10","0.79"
"4.30659E+15","1265","91117.87","10","0.79"
"6.01163E+15","1268","83279.25","10","0.79"
"4.21008E+18","1888","121214.12","15","0.79"
"4.12977E+15","1265","78282.28","10","0.79"
"4.95258E+15","1260","85494.69","10","0.79"
"4.65727E+15","1263","83655.11","10","0.79"
"3.41283E+14","1269","77381.68","10","0.79"
"3.41546E+14","1900","126468.89","15","0.79"
"6.01193E+15","1273","123183.13","10","0.79"
"3.03603E+13","632","42976.39","5","0.79"
"3.56034E+15","632","35283.27","5","0.79"
"2.25623E+15","1270","89287.90","10","0.79"
"4.68274E+15","632","40710.00","5","0.79"
"6.30426E+11","1914","135922.50","15","0.78"
"6.5504E+15","1282","83900.21","10","0.78"
"4.00605E+12","1280","81740.24","10","0.78"
"4.82237E+15","1286","75567.13","10","0.78"
"3.61539E+13","1274","93300.26","10","0.78"
"4.39352E+12","1277","130199.35","10","0.78"
"4.97353E+18","1287","98648.95","10","0.78"
"3.53472E+15","1279","73660.57","10","0.78"
"2.65785E+15","1278","88448.06","10","0.78"
"1.80047E+14","3194","222004.36","25","0.78"
"3.67214E+13","1916","119966.48","15","0.78"
"3.59511E+15","638","41206.86","5","0.78"
"3.56637E+15","645","40076.88","5","0.78"
"3.70612E+14","1912","169008.94","15","0.78"
"6.59674E+15","1290","89527.88","10","0.78"
"4.29404E+15","1922","107581.53","15","0.78"
"60490596305","1282","90707.86","10","0.78"
"3.58696E+15","1279","128821.68","10","0.78"
"6.01123E+15","1286","86701.77","10","0.78"
"3.56418E+15","1285","84213.55","10","0.78"
"2.35628E+15","1301","75830.17","10","0.77"
"2.13103E+14","1877","117972.57","14","0.75"
"3.04424E+13","1899","171202.78","14","0.74"
"4.04851E+15","1894","118150.85","14","0.74"
"6.01115E+15","2568","240781.31","19","0.74"
"3.51753E+15","1904","111185.25","14","0.74"
"4.71083E+18","1890","123628.03","14","0.74"
"4.7614E+18","1911","107487.78","14","0.73"
"3.54757E+15","1917","122161.93","14","0.73"
"3.0371E+13","1240","75557.51","9","0.73"
"3.50604E+15","3169","243063.39","23","0.73"
"3.55888E+15","1255","83758.51","9","0.72"
"6.01131E+15","1258","84163.41","9","0.72"
"4.35814E+18","1245","72443.51","9","0.72"
"4.71079E+15","1249","76205.42","9","0.72"
"3.56542E+15","1255","86982.62","9","0.72"
"3.70349E+14","1274","88178.82","9","0.71"
"1.80017E+14","1259","82870.96","9","0.71"
"3.47073E+14","1273","119306.96","9","0.71"
"6.50698E+15","1271","113844.96","9","0.71"
"4.22599E+18","1269","83355.56","9","0.71"
"4.48113E+12","1268","74476.45","9","0.71"
"4.31213E+18","1273","86649.33","9","0.71"
"4.00377E+15","1274","90281.13","9","0.71"
"5.68279E+11","1273","114765.64","9","0.71"
"3.02489E+13","1267","77932.85","9","0.71"
"4.06309E+18","1280","74936.48","9","0.70"
"3.4506E+14","1280","74939.93","9","0.70"
"3.73043E+14","1286","117420.72","9","0.70"
"1.80069E+14","1281","92153.02","9","0.70"
"6.76248E+11","1281","84558.29","9","0.70"
"3.03447E+13","1285","77385.09","9","0.70"
"3.76262E+14","1286","86317.45","9","0.70"
"3.59293E+15","1289","83852.72","9","0.70"
"3.59734E+15","1280","79824.42","9","0.70"
"3.72382E+14","1874","132497.54","13","0.69"
"3.5338E+15","1882","123286.69","13","0.69"
"3.56384E+15","1304","75837.96","9","0.69"
"1.80068E+14","3167","218442.06","22","0.69"
"4.60707E+15","1892","99580.00","13","0.69"
"3.55968E+15","1916","175559.73","13","0.68"
"5.55986E+15","1910","131990.62","13","0.68"
"3.49613E+14","1903","185693.89","13","0.68"
"4.06714E+15","1903","123389.13","13","0.68"
"4.19583E+15","613","35774.89","4","0.65"
"5.10481E+15","1246","115922.59","8","0.64"
"5.71844E+11","1889","127090.82","12","0.64"
"3.55151E+15","626","33010.14","4","0.64"
"4.80755E+12","627","41172.48","4","0.64"
"3.78279E+14","1875","128824.71","12","0.64"
"6.0116E+15","1260","88583.86","8","0.63"
"4.02561E+15","1902","121772.68","12","0.63"
"2.22938E+15","1920","179806.49","12","0.63"
"4.30663E+12","1278","94612.56","8","0.63"
"3.01814E+13","638","37529.86","4","0.63"
"4.7881E+12","1262","89491.18","8","0.63"
"4.83904E+15","1265","89468.62","8","0.63"
"3.51961E+15","1898","115235.14","12","0.63"
"4.87836E+15","633","40222.36","4","0.63"
"4.39097E+18","1266","87018.86","8","0.63"
"3.00747E+13","2555","226828.13","16","0.63"
"4.35579E+18","1899","121316.13","12","0.63"
"4.2554E+18","1268","89622.95","8","0.63"
"3.58704E+15","1908","182522.88","12","0.63"
"6.3903E+11","1269","115512.44","8","0.63"
"3.03641E+13","1920","109877.26","12","0.63"
"1.80056E+14","1279","73585.42","8","0.63"
"4.22035E+12","1915","134349.57","12","0.63"
"4.67061E+15","1264","81643.24","8","0.63"
"4.63533E+15","1274","110748.07","8","0.63"
"2.29116E+15","1895","130950.97","12","0.63"
"6.54098E+15","1261","81742.76","8","0.63"
"4.46746E+18","1261","82325.41","8","0.63"
"4.47716E+18","1271","111753.72","8","0.63"
"4.59974E+18","1278","82774.23","8","0.63"
"5.45671E+15","1278","77902.50","8","0.63"
"4.10431E+15","1263","78796.20","8","0.63"
"2.13174E+14","3781","247840.13","24","0.63"
"3.43473E+14","1273","84128.33","8","0.63"
"4.58513E+12","1895","108223.27","12","0.63"
"5.03848E+11","1932","120042.47","12","0.62"
"5.01831E+11","1285","73432.54","8","0.62"
"60422928733","1930","126947.51","12","0.62"
"3.76657E+14","1928","133862.45","12","0.62"
"4.72567E+15","643","43362.03","4","0.62"
"3.0427E+13","1289","93013.27","8","0.62"
"4.65812E+12","1281","81682.66","8","0.62"
"3.50194E+15","2520","134600.08","15","0.60"
"3.56788E+15","2517","156941.73","15","0.60"
"4.58626E+12","2563","165885.70","15","0.59"
"3.75975E+14","2547","150681.98","15","0.59"
"4.71574E+18","1879","116804.65","11","0.59"
"3.05016E+13","2540","149752.22","15","0.59"
"5.81293E+11","1865","178113.73","11","0.59"
"2.13181E+14","2530","155719.60","15","0.59"
"6.50612E+15","2542","234111.28","15","0.59"
"4.5506E+15","1862","134175.60","11","0.59"
"4.29493E+12","2530","149430.50","15","0.59"
"6.7599E+11","2558","138197.86","15","0.59"
"2.38346E+15","2578","152969.47","15","0.58"
"3.02305E+13","1905","179288.72","11","0.58"
"2.13126E+14","1895","113952.87","11","0.58"
"6.76299E+11","1882","103473.47","11","0.58"
"3.50238E+15","1881","123907.53","11","0.58"
"4.8004E+15","1902","125592.57","11","0.58"
"3.56196E+15","1896","176666.80","11","0.58"
"3.52384E+15","2596","141715.58","15","0.58"
"3.01352E+13","1898","168624.09","11","0.58"
"6.55425E+15","1906","152767.58","11","0.58"
"3.71009E+14","1902","109585.78","11","0.58"
"2.34825E+15","1909","129930.56","11","0.58"
"3.05606E+13","1886","119086.42","11","0.58"
"3.72246E+14","1895","123054.17","11","0.58"
"3.75849E+14","1933","120692.74","11","0.57"
"2.47509E+15","1915","184036.28","11","0.57"
"4.12803E+15","1930","120557.04","11","0.57"
"6.01136E+15","1237","80602.46","7","0.57"
"3.40951E+14","1929","180246.00","11","0.57"
"4.43088E+15","2502","156848.53","14","0.56"
"4.99626E+15","1241","71996.62","7","0.56"
"5.02013E+11","2498","156111.06","14","0.56"
"3.75083E+14","2521","142645.73","14","0.56"
"3.57339E+15","1246","73683.08","7","0.56"
"3.59793E+15","1251","79121.28","7","0.56"
"4.49745E+18","1257","106614.25","7","0.56"
"6.52891E+15","1269","85326.64","7","0.55"
"4.30103E+18","2541","248543.11","14","0.55"
"3.55485E+15","1267","99887.48","7","0.55"
"3.70819E+14","1283","84415.06","7","0.55"
"4.99049E+12","2549","158125.31","14","0.55"
"3.40103E+14","1264","85292.46","7","0.55"
"3.02429E+13","1277","83127.34","7","0.55"
"3.76013E+14","1273","83498.27","7","0.55"
"3.7755E+14","1262","98617.14","7","0.55"
"4.58758E+15","2550","149280.37","14","0.55"
"3.82956E+13","2532","142711.62","14","0.55"
"6.59224E+15","1266","85227.19","7","0.55"
"4.50538E+12","1273","89644.61","7","0.55"
"4.49791E+18","1262","107746.86","7","0.55"
"4.07051E+15","1269","88972.07","7","0.55"
"2.13161E+14","3795","258112.45","21","0.55"
"4.47157E+12","1265","86021.72","7","0.55"
"4.45195E+15","2525","237765.83","14","0.55"
"2.13114E+14","1279","79294.46","7","0.55"
"4.44637E+15","2528","237415.89","14","0.55"
"4.42434E+15","2563","166741.93","14","0.55"
"3.02906E+13","1897","125871.09","10","0.53"
"6.59597E+15","1901","116057.57","10","0.53"
"6.01149E+15","1881","114518.55","10","0.53"
"3.59192E+15","1903","110142.75","10","0.53"
"3.87974E+13","1886","183427.96","10","0.53"
"3.54021E+15","1881","180206.96","10","0.53"
"1.80065E+14","3805","250682.63","20","0.53"
"5.61943E+11","1902","166813.03","10","0.53"
"6.57356E+15","1884","127265.50","10","0.53"
"3.74125E+14","1911","129394.42","10","0.52"
"2.26977E+15","1906","128198.78","10","0.52"
"2.30534E+15","1911","125402.96","10","0.52"
"4.42781E+12","1909","89406.39","10","0.52"
"3.71284E+14","2524","152649.84","13","0.52"
"3.43669E+14","1908","122818.38","10","0.52"
"3.8199E+13","2517","245134.30","13","0.52"
"3.55258E+15","1921","129026.43","10","0.52"
"5.59635E+15","1915","123895.11","10","0.52"
"4.11976E+15","1923","127013.45","10","0.52"
"4.5E+12","2571","158810.75","13","0.51"
"2.29745E+15","2549","159817.72","13","0.51"
"3.77234E+14","2539","158647.21","13","0.51"
"3.75534E+14","2552","240520.02","13","0.51"
"4.5604E+18","2546","222980.98","13","0.51"
"3.51867E+15","3163","164013.77","16","0.51"
"3.55661E+15","3188","165957.93","16","0.50"
"6.53844E+15","3777","294085.19","18","0.48"
"4.19847E+12","2524","147908.97","12","0.48"
"3.50097E+15","3127","230470.37","15","0.48"
"4.45144E+15","1243","91074.07","6","0.48"
"4.22371E+18","2524","247647.89","12","0.48"
"2.26822E+15","620","55786.75","3","0.48"
"4.22622E+18","621","56667.19","3","0.48"
"6.54767E+15","1892","120362.50","9","0.48"
"1.80049E+14","2514","235320.58","12","0.48"
"4.23955E+15","1874","134383.23","9","0.48"
"3.53433E+15","2509","250270.29","12","0.48"
"3.01996E+13","3150","272918.98","15","0.48"
"3.80575E+13","1893","97616.72","9","0.48"
"4.37926E+18","1934","120101.42","9","0.47"
"4.06058E+15","1900","131358.03","9","0.47"
"3.78905E+14","1901","107258.98","9","0.47"
"6.76174E+11","1904","128042.25","9","0.47"
"6.01192E+15","1280","85173.81","6","0.47"
"6.56446E+15","633","36550.47","3","0.47"
"5.02038E+11","1902","179977.52","9","0.47"
"3.77993E+14","2536","150747.49","12","0.47"
"4.09245E+18","2553","156315.96","12","0.47"
"4.48826E+18","1902","126080.80","9","0.47"
"2.13162E+14","1916","114230.32","9","0.47"
"3.01974E+13","2560","223774.99","12","0.47"
"5.83699E+11","1911","144547.90","9","0.47"
"5.71465E+11","2529","235173.40","12","0.47"
"6.76282E+11","1926","142716.92","9","0.47"
"3.75905E+14","1274","82734.27","6","0.47"
"3.51876E+15","1922","112364.86","9","0.47"
"6.76314E+11","636","60130.91","3","0.47"
"4.62356E+12","2557","171541.20","12","0.47"
"6.76369E+11","2560","150923.13","12","0.47"
"4.45083E+15","2532","172567.89","12","0.47"
"4.42815E+15","1272","76266.57","6","0.47"
"60416207185","1920","115524.18","9","0.47"
"3.71226E+14","3175","184081.27","15","0.47"
"3.02353E+13","1895","135662.25","9","0.47"
"3.5149E+15","1908","136350.28","9","0.47"
"4.9883E+12","2530","160556.48","12","0.47"
"1.80067E+14","1898","167844.34","9","0.47"
"3.04043E+13","1264","116403.69","6","0.47"
"3.52457E+15","1910","160579.82","9","0.47"
"4.73685E+18","2533","155931.88","12","0.47"
"3.0082E+13","1914","134398.06","9","0.47"
"6.012E+15","1924","127794.25","9","0.47"
"3.43746E+14","1898","119080.04","9","0.47"
"3.85443E+13","640","53511.34","3","0.47"
"6.01169E+15","3190","168394.46","15","0.47"
"3.85305E+13","2538","158173.39","12","0.47"
"6.54473E+15","1939","115807.19","9","0.46"
"6.39024E+11","3137","185539.26","14","0.45"
"6.01139E+15","3146","204958.28","14","0.45"
"4.65388E+15","3145","161773.32","14","0.45"
"4.7973E+18","3146","180164.41","14","0.45"
"3.00291E+13","2527","145324.42","11","0.44"
"1.80031E+14","3203","288018.89","14","0.44"
"2.13158E+14","3174","291621.00","14","0.44"
"3.51487E+15","2524","164354.03","11","0.44"
"3.52683E+15","2526","153552.51","11","0.44"
"3.5296E+15","3200","175516.95","14","0.44"
"3.58796E+15","2476","181154.79","11","0.44"
"4.16976E+15","2486","136499.91","11","0.44"
"4.18183E+18","3152","189726.80","14","0.44"
"4.65849E+15","2528","158777.36","11","0.44"
"4.97942E+15","2515","184389.82","11","0.44"
"4.45773E+18","2530","238641.44","11","0.43"
"3.44342E+14","1878","120742.84","8","0.43"
"6.01154E+15","2538","142776.69","11","0.43"
"4.102E+18","1880","118494.41","8","0.43"
"4.2929E+18","1879","132578.40","8","0.43"
"4.29274E+18","1868","110631.14","8","0.43"
"4.24792E+12","1877","127659.94","8","0.43"
"3.74498E+14","2549","161536.95","11","0.43"
"4.93586E+15","1880","179663.99","8","0.43"
"4.99773E+15","2540","228790.36","11","0.43"
"2.70319E+15","2555","229078.33","11","0.43"
"6.51722E+15","2541","161139.31","11","0.43"
"2.71391E+15","1856","120766.98","8","0.43"
"5.7386E+11","2564","153630.48","11","0.43"
"5.77589E+11","1861","137649.94","8","0.43"
"4.07977E+12","2546","154828.96","11","0.43"
"2.13196E+14","1902","117240.55","8","0.42"
"5.01899E+11","1922","128756.85","8","0.42"
