"cc_num","fraud_before","fraud_after"
"3.78279E+14","1.08","0.00"
"3.78858E+14","0.00","2.26"
"3.78905E+14","0.00","1.11"
"3.79141E+14","0.00","0.00"
"3.79897E+14","0.00","0.00"
"3.80144E+13","0.00","4.58"
"3.8052E+13","0.59","0.00"
"3.80575E+13","0.83","0.00"
"3.8199E+13","0.85","0.00"
"3.82956E+13","0.95","0.00"
"3.85305E+13","0.00","1.13"
"3.85342E+13","100.00",NULL
"3.85443E+13","0.00","1.16"
"3.85805E+13","0.32","0.00"
"3.85885E+13","0.54","0.00"
"3.87974E+13","0.90","0.00"
"3.88175E+13","100.00",NULL
"3.88595E+13","0.00","2.90"
"3.89477E+13","0.64","0.00"
"4.00377E+15","1.21","0.00"
"4.00399E+15","0.00","0.62"
"4.00568E+15","0.00","0.61"
"4.00605E+12","1.38","0.00"
"4.01811E+18","0.67","0.00"
"4.01E+15","0.00","0.00"
"4.02561E+15","1.09","0.00"
"4.02622E+12","0.00","5.34"
"4.0401E+18","0.00","0.00"
"4.04444E+18","1.92","0.00"
"4.04504E+18","0.00","0.00"
"4.04851E+15","1.25","0.00"
"4.06058E+15","0.79","0.00"
"4.06309E+18","0.00","1.62"
"4.0666E+12","0.00","0.88"
"4.06714E+15","1.17","0.00"
"4.06998E+15","0.20","0.00"
"4.07051E+15","0.98","0.00"
"4.07617E+12","100.00",NULL
"4.07977E+12","0.75","0.00"
"4.08754E+15",NULL,"100.00"
"4.0891E+18","0.00","0.00"
"4.09245E+18","0.81","0.00"
"4.09971E+15","0.00","0.97"
"4.102E+18","0.74","0.00"
"4.10316E+12","0.00","4.44"
"4.10431E+15","0.00","1.52"
"4.11027E+18","2.74","0.00"
"4.11655E+15","2.32","0.00"
"4.11976E+15","0.00","1.26"
"4.12454E+15","2.91","0.00"
"4.12803E+15","0.95","0.00"
"4.12873E+18","0.00","0.00"
"4.12977E+15","0.00","1.92"
"4.13446E+15","2.24","0.00"
"4.14761E+15","0.00","0.00"
"4.14924E+15","0.59","0.00"
"4.14964E+12","0.49","0.00"
"4.15502E+15","0.53","0.00"
"4.15721E+15","100.00",NULL
"4.15801E+12","2.70","0.00"
"4.15876E+15","0.00","0.00"
"4.15895E+15","0.00","0.00"
"4.16287E+18","100.00",NULL
"4.1687E+15","100.00",NULL
"4.16939E+12","0.00","0.51"
"4.16976E+15","0.75","0.00"
"4.17069E+15","0.00","0.76"
"4.1714E+15","0.00","0.00"
"4.17395E+15","0.00","0.85"
"4.1781E+15","0.00","0.00"
"4.17972E+15","0.00","0.00"
"4.18019E+18","100.00",NULL
"4.18183E+18","0.00","1.06"
"4.18653E+12","0.00","0.00"
"4.18981E+12","3.20","0.00"
"4.19111E+15","0.63","0.00"
"4.19574E+12","0.00","2.25"
"4.19583E+15","0.00","1.57"
"4.19847E+12","0.00","1.13"
"4.20424E+15","100.00",NULL
"4.20811E+18","0.00","0.00"
"4.2097E+18","2.39","0.00"
"4.21008E+18","1.35","0.00"
"4.22035E+12","1.07","0.00"
"4.2205E+18","0.00","0.00"
"4.22371E+18","0.00","1.17"
"4.22599E+18","0.00","1.79"
"4.22622E+18","0.86","0.00"
"4.22841E+15","0.00","3.14"
"4.22973E+15","0.00","1.04"
"4.23944E+12","0.00","0.00"
"4.23955E+15","0.81","0.00"
"4.24352E+18","100.00",NULL
"4.24495E+18","0.00","3.37"
"4.24792E+12","0.72","0.00"
"4.25407E+15","1.55","0.00"
"4.2554E+18","1.05","0.00"
"4.25711E+18","100.00",NULL
"4.26006E+15","3.20","0.00"
"4.26013E+12","1.80","0.00"
"4.26578E+15","0.68","0.00"
"4.2662E+15","1.83","0.00"
"4.26E+12","0.00","0.00"
"4.27723E+15","0.55","0.00"
"4.27916E+12","1.74","0.00"
"4.29274E+18","0.00","1.05"
"4.2929E+18","0.75","0.00"
"4.29404E+15","1.31","0.00"
"4.29493E+12","0.98","0.00"
"4.2953E+12",NULL,"100.00"
"4.30103E+18","0.94","0.00"
"4.30248E+15","0.67","0.00"
"4.30659E+15","0.00","1.86"
"4.30663E+12","1.07","0.00"
"4.30816E+15","2.46","0.00"
"4.31137E+18","0.00","0.00"
"4.31213E+18","1.20","0.00"
"4.31958E+18","0.53","0.00"
"4.32893E+15","0.61","0.00"
"4.33423E+15","0.00","0.00"
"4.33553E+15","0.00","4.53"
"4.34253E+15","0.63","0.00"
"4.34496E+15","0.00","0.00"
"4.34879E+15","2.19","0.00"
"4.35231E+18",NULL,"100.00"
"4.35579E+18","1.11","0.00"
"4.35814E+18","1.21","0.00"
"4.36401E+15","0.69","0.00"
"4.36538E+15","1.79","0.00"
"4.37337E+18","2.20","0.00"
"4.37734E+15","0.48","0.00"
"4.37899E+15","0.70","0.00"
"4.37926E+18","0.00","1.18"
"4.38352E+12","1.42","0.00"
"4.38491E+15","0.00","0.00"
"4.39097E+18","1.09","0.00"
"4.39352E+12","1.33","0.00"
"4.39668E+12","2.07","0.00"
"4.40001E+18","0.00","0.00"
"4.41058E+18","0.00","0.00"
"4.41272E+15","0.00","3.79"
"4.41768E+15",NULL,"100.00"
"4.42349E+15","0.00","0.65"
"4.42434E+15","0.95","0.00"
"4.42516E+15","0.00","0.00"
"4.42608E+18","2.93","0.00"
"4.42781E+12","0.00","1.29"
"4.42815E+15","0.79","0.00"
"4.42878E+18","0.00","2.15"
"4.43088E+15","0.96","0.00"
"4.43309E+15","0.00","0.00"
"4.44058E+12","0.00","0.00"
"4.44637E+15","0.94","0.00"
"4.44953E+15","0.68","0.00"
"4.45083E+15","0.82","0.00"
"4.45144E+15","0.86","0.00"
"4.45195E+15","0.95","0.00"
"4.45237E+15","0.00","0.00"
"4.45749E+12","100.00",NULL
"4.45773E+18","0.74","0.00"
"4.46204E+18","0.00","3.51"
"4.46446E+12","0.44","0.00"
"4.46746E+18","1.08","0.00"
"4.46978E+18","0.00","0.00"
"4.47157E+12","0.00","1.40"
"4.47432E+15","0.55","0.00"
"4.47684E+12","0.00","1.01"
"4.47716E+18","1.05","0.00"
"4.48113E+12","0.00","1.71"
"4.48117E+18","100.00",NULL
"4.48243E+15","0.00","0.00"
"4.48826E+18","0.80","0.00"
"4.48894E+15","1.79","0.00"
"4.49249E+15","2.56","0.00"
"4.49268E+15","100.00",NULL
"4.49745E+18","0.96","0.00"
"4.49791E+18","0.94","0.00"
"4.50145E+15","0.00","0.00"
"4.50254E+18","0.00","0.00"
"4.5031E+18","0.00","0.26"
"4.50538E+12","0.00","1.31"
"4.50914E+15","0.00","0.75"
"4.50992E+15","0.00","2.15"
"4.51283E+18","0.00","0.87"
"4.51424E+15","0.00","0.19"
"4.51835E+15","0.00","2.15"
"4.537E+18","0.00","0.00"
"4.53857E+12","0.00","0.00"
"4.5506E+15","1.02","0.00"
"4.5551E+15","3.66","0.00"
"4.5604E+18","0.00","1.19"
"4.56137E+15","0.00","2.69"
"4.56155E+12","0.44","0.00"
"4.56189E+12","0.00","2.01"
"4.56283E+12","0.00","0.00"
"4.56E+18","0.70","0.00"
"4.57064E+15","0.00","0.57"
"4.58493E+18","0.00","0.00"
"4.58513E+12","1.09","0.00"
"4.58626E+12","0.00","1.40"
"4.58681E+15","0.49","0.00"
"4.58758E+15","0.94","0.00"
"4.58766E+18","0.25","0.00"
"4.59357E+12","100.00",NULL
"4.59803E+12","100.00",NULL
"4.59929E+15","0.00","3.19"
"4.59974E+18","1.10","0.00"
"4.5E+12","0.87","0.00"
"4.60016E+12","1.90","0.00"
"4.60164E+12","1.71","0.00"
"4.6059E+12","0.00","3.00"
"4.60707E+15","0.00","1.66"
"4.61005E+15","0.72","0.00"
"4.61006E+15","0.00","0.00"
"4.61331E+12","0.74","0.00"
"4.62356E+12","0.00","1.18"
"4.62913E+12","100.00",NULL
"4.62945E+15","1.46","0.00"
"4.63307E+15","3.80","0.00"
"4.63496E+15","0.00","0.75"
"4.63533E+15","1.06","0.00"
"4.6404E+12","0.00","0.00"
"4.64226E+15","0.54","0.00"
"4.64289E+12","0.65","0.00"
"4.64685E+18","0.00","0.62"
"4.65101E+15","0.00","0.00"
"4.65318E+18","0.00","0.00"
"4.65388E+15","0.00","1.07"
"4.65727E+15","0.00","1.87"
"4.65812E+12","1.09","0.00"
"4.65849E+15","0.00","1.09"
"4.65963E+18","100.00",NULL
"4.662E+18","0.00","0.00"
"4.66631E+18","2.86","0.00"
"4.66956E+15","100.00",NULL
"4.67061E+15","1.08","0.00"
"4.67173E+15","0.00","0.48"
"4.6816E+15","0.00","0.00"
"4.6817E+12","0.37","0.00"
"4.68274E+15","1.38","0.00"
"4.68352E+15","0.71","0.00"
"4.68364E+12","0.60","0.00"
"4.68726E+12","3.15","0.00"
"4.68915E+18","0.45","0.00"
"4.69816E+15","0.00","3.62"
"4.70787E+15","0.54","0.00"
"4.70899E+15","0.00","0.00"
"4.71079E+15","0.00","1.67"
"4.71083E+18","0.00","1.72"
"4.71346E+15","0.00","4.37"
"4.71402E+18","100.00",NULL
"4.71574E+18","0.96","0.00"
"4.71656E+15","0.00","0.71"
"4.72567E+15","0.00","1.57"
"4.72584E+18","0.00","5.78"
"4.72724E+15","0.00","0.88"
"4.73431E+15","100.00",NULL
"4.73685E+18","0.82","0.00"
"4.74071E+15","0.00","2.16"
"4.74288E+18","0.65","0.00"
"4.746E+12","0.00","0.00"
"4.7557E+12","0.00","0.55"
"4.75604E+18","2.10","0.00"
"4.76012E+12","2.91","0.00"
"4.7614E+18","0.00","1.77"
"4.7642E+15","2.63","0.00"
"4.76727E+15","0.00","2.95"
"4.76943E+18","0.62","0.00"
"4.77707E+15","0.00","0.00"
"4.78323E+12","0.00","0.00"
"4.7881E+12","1.12","0.00"
"4.78991E+15","3.76","0.00"
"4.79263E+18","0.22","0.00"
"4.7973E+18","0.00","1.04"
"4.79894E+18","1.96","0.00"
"4.8004E+15","0.97","0.00"
"4.80644E+12","3.31","0.00"
"4.80755E+12","0.00","1.53"
"4.8097E+12","0.14","0.00"
"4.81079E+18","0.00","0.00"
"4.81084E+18","0.00","0.00"
"4.82237E+15","1.33","0.00"
"4.82402E+15","2.49","0.00"
"4.82666E+15","0.67","0.00"
"4.837E+15","0.19","0.00"
"4.83904E+15","0.00","1.43"
"4.83962E+15","0.52","0.00"
"4.84131E+15","0.00","0.00"
"4.84424E+12","100.00",NULL
"4.85549E+18","0.00","0.00"
"4.85585E+18","3.30","0.00"
"4.85953E+15","1.44","0.00"
"4.86131E+18","0.00","0.68"
"4.86229E+12","0.26","0.00"
"4.87378E+15","0.00","0.00"
"4.87401E+15","0.00","5.61"
"4.87402E+15","0.00","0.93"
"4.87836E+15","1.18","0.00"
"4.87927E+15","3.28","0.00"
"4.88341E+12",NULL,"100.00"
"4.89042E+18","0.74","0.00"
"4.89707E+18","1.50","0.00"
"4.90063E+12","0.00","0.00"
"4.90468E+15","0.00","0.97"
"4.90663E+18","0.00","0.84"
"4.90885E+15","0.14","0.00"
"4.91182E+18","100.00",NULL
"4.9147E+15","0.00","0.00"
"4.91719E+15","0.69","0.00"
"4.91723E+12","3.78","0.00"
"4.92271E+15","1.67","0.00"
"4.92638E+15","1.31","0.00"
"4.93346E+15","1.54","0.00"
"4.93586E+15","0.00","1.01"
"4.93998E+15","0.54","0.00"
"4.95165E+15","0.00","0.00"
"4.95258E+15","1.40","0.00"
"4.95683E+18","0.52","0.00"
"4.95792E+12","0.00","0.00"
"4.95859E+18","0.00","0.81"
"4.961E+15","0.00","2.11"
"4.96986E+15","0.00","0.00"
"4.97223E+15","0.00","2.80"
"4.97353E+18","1.28","0.00"
"4.97546E+12","100.00",NULL
"4.97942E+15","0.74","0.00"
