"cc_num","total_transactions","fraud_count"
"3.01996E+13","3150","15"
"3.56226E+15","646","14"
"4.04851E+15","1894","14"
"5.71314E+11","644","14"
"4.02622E+12","647","14"
"4.56137E+15","1265","14"
"3.04424E+13","1899","14"
"6.76276E+11","621","14"
"4.5551E+15","653","14"
"6.01155E+15","1260","14"
"3.82956E+13","2532","14"
"4.99049E+12","2549","14"
"3.41543E+14","1274","14"
"4.48894E+15","1284","14"
"60427851591","647","14"
"4.78991E+15","651","14"
"4.45195E+15","2525","14"
"1.80048E+14","3815","14"
"3.4471E+14","3841","14"
"4.44637E+15","2528","14"
"4.43088E+15","2502","14"
"2.13103E+14","1877","14"
"3.75083E+14","2521","14"
"4.65388E+15","3145","14"
"6.76149E+11","1279","14"
"4.42434E+15","2563","14"
"3.59622E+15","3759","14"
"3.5378E+15","646","14"
"5.02013E+11","2498","14"
"3.51753E+15","1904","14"
"3.588E+15","14","14"
"1.80031E+14","3203","14"
"6.39024E+11","3137","14"
"4.7614E+18","1911","14"
"4.58758E+15","2550","14"
"2.61053E+15","643","14"
"4.30103E+18","2541","14"
"3.5296E+15","3200","14"
"6.01139E+15","3146","14"
"4.71083E+18","1890","14"
"4.2662E+15","1296","14"
"3.54461E+15","637","14"
"4.91723E+12","634","14"
"6.01144E+15","3808","14"
"2.13158E+14","3174","14"
"3.54757E+15","1917","14"
"4.18183E+18","3152","14"
"4.7973E+18","3146","14"
"4.51283E+18","3768","13"
"3.00332E+13","1288","13"
"4.36538E+15","1251","13"
"4.60707E+15","1892","13"
"3.52706E+15","644","13"
"3.53113E+15","3201","13"
"4.5E+12","2571","13"
"6.76118E+11","1276","13"
"4.06714E+15","1903","13"
"3.54511E+15","3782","13"
"4.87927E+15","654","13"
"2.28374E+15","3158","13"
"3.8199E+13","2517","13"
"5.55986E+15","1910","13"
"3.55482E+15","640","13"
"3.49613E+14","1903","13"
"3.71284E+14","2524","13"
"3.47613E+14","646","13"
"3.72382E+14","1874","13"
"3.73905E+14","3185","13"
"4.20424E+15","13","13"
"6.01158E+15","643","13"
"4.5604E+18","2546","13"
"5.70273E+11","628","13"
"2.13156E+14","1277","13"
"3.74238E+14","1275","13"
"4.80644E+12","658","13"
"3.55968E+15","1916","13"
"4.33553E+15","642","13"
"2.29745E+15","2549","13"
"6.75962E+11","629","13"
"4.27916E+12","1276","13"
"3.75534E+14","2552","13"
"3.58505E+15","1271","13"
"3.77234E+14","2539","13"
"3.5338E+15","1882","13"
"5.86101E+11","12","12"
"6.76369E+11","2560","12"
"4.62356E+12","2557","12"
"3.53433E+15","2509","12"
"3.56753E+15","1271","12"
"3.56594E+15","636","12"
"3.56268E+15","1279","12"
"3.54086E+15","629","12"
"6.01195E+15","636","12"
"3.54155E+15","645","12"
"4.60164E+12","1277","12"
"3.54216E+15","650","12"
"6.01198E+15","646","12"
"3.5433E+15","1276","12"
"3.54644E+15","12","12"
"6.76308E+11","646","12"
"3.54871E+15","12","12"
"6.76292E+11","643","12"
"4.58513E+12","1895","12"
"2.22938E+15","1920","12"
"4.9883E+12","2530","12"
"4.51835E+15","1274","12"
"1.80049E+14","2514","12"
"4.45083E+15","2532","12"
"4.42878E+18","1293","12"
"5.01883E+11","641","12"
"2.28875E+15","648","12"
"2.29116E+15","1895","12"
"4.89707E+18","1302","12"
"4.35579E+18","1899","12"
"2.45083E+15","1290","12"
"4.73685E+18","2533","12"
"5.03848E+11","1932","12"
"2.7195E+15","1268","12"
"4.85585E+18","637","12"
"1.80046E+14","1277","12"
"3.00443E+13","3166","12"
"4.26006E+15","654","12"
"1.80053E+14","12","12"
"4.25407E+15","1287","12"
"4.22371E+18","2524","12"
"3.01318E+13","3157","12"
"5.13048E+15","1276","12"
"4.22035E+12","1915","12"
"6.5691E+15","643","12"
"3.01974E+13","2560","12"
"4.68726E+12","642","12"
"4.19847E+12","2524","12"
"3.02388E+13","3765","12"
"4.19574E+12","1296","12"
"4.18981E+12","643","12"
"5.54064E+15","3145","12"
"4.10316E+12","644","12"
"4.09971E+15","3155","12"
"4.09245E+18","2553","12"
"3.03641E+13","1920","12"
"4.07617E+12","12","12"
"4.92271E+15","1262","12"
"4.02561E+15","1902","12"
"3.04876E+13","1265","12"
"60495593109","642","12"
"3.04997E+13","12","12"
"3.05109E+13","635","12"
"5.71465E+11","2529","12"
"3.05465E+13","1274","12"
"1.80021E+14","12","12"
"5.71844E+11","1889","12"
"3.85305E+13","2538","12"
"3.80144E+13","632","12"
"4.65963E+18","12","12"
"3.40954E+14","3165","12"
"3.78858E+14","1271","12"
"3.78279E+14","1875","12"
"1.80095E+14","653","12"
"3.78006E+14","641","12"
"3.77993E+14","2536","12"
"3.76657E+14","1928","12"
"3.43819E+14","1245","12"
"5.77891E+11","12","12"
"1.80099E+14","12","12"
"6.52438E+15","1266","12"
"4.62913E+12","12","12"
"4.93998E+15","3771","12"
"3.61926E+13","636","12"
"1.80014E+14","1283","12"
"3.59924E+15","1290","12"
"4.64226E+15","3808","12"
"3.59519E+15","3196","12"
"60422928733","1930","12"
"3.58926E+15","3154","12"
"3.51961E+15","1898","12"
"3.58704E+15","1908","12"
"4.8004E+15","1902","11"
"4.85953E+15","1288","11"
"2.13126E+14","1895","11"
"6.76299E+11","1882","11"
"6.76246E+11","1291","11"
"6.7618E+11","11","11"
"6.7591E+11","1271","11"
"2.34825E+15","1909","11"
"2.45408E+15","654","11"
"2.47509E+15","1915","11"
"2.51231E+15","1275","11"
"2.70319E+15","2555","11"
"2.72089E+15","1251","11"
"3.00291E+13","2527","11"
"6.59394E+15","646","11"
"3.01352E+13","1898","11"
"3.01437E+13","1290","11"
"6.55425E+15","1906","11"
"3.02305E+13","1905","11"
"3.02354E+13","3146","11"
"3.03762E+13","1296","11"
"3.05606E+13","1886","11"
"3.40951E+14","1929","11"
"3.42036E+14","629","11"
"6.52696E+15","637","11"
"3.42952E+14","3784","11"
"6.52678E+15","660","11"
"3.45934E+14","3782","11"
"6.51778E+15","11","11"
"3.50137E+15","648","11"
"6.51722E+15","2541","11"
"3.50238E+15","1881","11"
"3.5081E+15","1275","11"
"3.51138E+15","3149","11"
"3.51351E+15","1261","11"
"3.51487E+15","2524","11"
"3.51781E+15","1272","11"
"6.39046E+11","1262","11"
"3.52449E+15","11","11"
"3.52567E+15","1284","11"
"3.52683E+15","2526","11"
"3.52804E+15","11","11"
"3.5305E+15","627","11"
"3.53318E+15","1278","11"
"3.53682E+15","650","11"
"3.54169E+15","655","11"
"3.54359E+15","3186","11"
"3.54389E+15","11","11"
"3.54734E+15","11","11"
"3.55041E+15","11","11"
"3.55744E+15","613","11"
"6.01194E+15","11","11"
"3.5608E+15","3820","11"
"3.56196E+15","1896","11"
"3.5652E+15","1253","11"
"6.01168E+15","3137","11"
"6.01154E+15","2538","11"
"3.57579E+15","3779","11"
"3.58309E+15","648","11"
"6.01135E+15","3152","11"
"3.58601E+15","3155","11"
"3.58796E+15","2476","11"
"3.5934E+15","644","11"
"3.71009E+14","1902","11"
"3.72246E+14","1895","11"
"3.73213E+14","652","11"
"3.74498E+14","2549","11"
"5.81293E+11","1865","11"
"3.75849E+14","1933","11"
"3.77896E+14","1281","11"
"3.78263E+14","11","11"
"5.7386E+11","2564","11"
"3.8052E+13","3162","11"
"4.07977E+12","2546","11"
"4.12454E+15","632","11"
"4.12803E+15","1930","11"
"4.16976E+15","2486","11"
"5.30165E+15","11","11"
"4.18019E+18","11","11"
"5.12741E+15","644","11"
"4.38352E+12","1285","11"
"4.41768E+15","11","11"
"4.42608E+18","640","11"
"4.45773E+18","2530","11"
"4.99773E+15","2540","11"
"4.49268E+15","11","11"
"4.50992E+15","1280","11"
"4.97942E+15","2515","11"
"4.5506E+15","1862","11"
"4.56189E+12","1302","11"
"4.961E+15","1271","11"
"4.65849E+15","2528","11"
"4.66631E+18","650","11"
"4.93346E+15","1243","11"
"4.71346E+15","613","11"
"4.71574E+18","1879","11"
"4.71656E+15","3797","11"
"4.90663E+18","3174","11"
"4.74071E+15","1266","11"
"4.76012E+12","648","11"
"3.77835E+14","649","10"
"4.69816E+15","646","10"
"2.30534E+15","1911","10"
"2.35628E+15","1301","10"
"6.59789E+15","2515","10"
"5.03851E+11","10","10"
"3.41283E+14","1269","10"
"3.54116E+15","3127","10"
"4.30659E+15","1265","10"
"4.66956E+15","10","10"
"2.65785E+15","1278","10"
"3.54283E+15","10","10"
"6.30471E+11","637","10"
"6.59674E+15","1290","10"
"4.95258E+15","1260","10"
"6.30452E+11","3781","10"
"3.5983E+15","2550","10"
"2.71402E+15","633","10"
"3.59863E+15","634","10"
"2.72083E+15","1254","10"
"3.87974E+13","1886","10"
"6.59597E+15","1901","10"
"4.26578E+15","2528","10"
"3.00424E+13","650","10"
"3.55258E+15","1921","10"
"4.25711E+18","10","10"
"6.57356E+15","1884","10"
"4.00605E+12","1280","10"
"6.5504E+15","1282","10"
"5.71365E+11","3772","10"
"4.64289E+12","2590","10"
"3.53374E+15","3148","10"
"5.14404E+15","10","10"
"4.17069E+15","3112","10"
"3.02906E+13","1897","10"
"3.61539E+13","1274","10"
"3.53472E+15","1279","10"
"4.95683E+18","3181","10"
"4.16287E+18","10","10"
"2.13137E+14","647","10"
"6.01163E+15","1268","10"
"5.58056E+15","1254","10"
"3.56418E+15","1285","10"
"4.84424E+12","10","10"
"6.7631E+11","1259","10"
"5.61943E+11","1902","10"
"4.15801E+12","634","10"
"3.58696E+15","1279","10"
"5.59635E+15","1915","10"
"4.12977E+15","1265","10"
"4.11976E+15","1923","10"
"4.11027E+18","635","10"
"5.81686E+11","3183","10"
"3.54021E+15","1881","10"
"4.7642E+15","640","10"
"4.58681E+15","3763","10"
"4.97353E+18","1287","10"
"6.76234E+11","628","10"
"3.71034E+14","1247","10"
"2.24218E+15","10","10"
"4.82666E+15","2508","10"
"3.71683E+14","639","10"
"4.82237E+15","1286","10"
"6.01148E+15","634","10"
"3.47399E+14","10","10"
"4.49249E+15","650","10"
"1.80038E+14","10","10"
"3.72965E+14","10","10"
"1.80036E+14","3170","10"
"4.47684E+12","2542","10"
"4.65727E+15","1263","10"
"3.74125E+14","1911","10"
"3.46244E+14","650","10"
"60423098130","651","10"
"2.25492E+15","3175","10"
"3.59192E+15","1903","10"
"3.7493E+14","3155","10"
"3.57766E+15","644","10"
"3.75237E+14","638","10"
"6.01149E+15","1881","10"
"3.45226E+14","10","10"
"3.75623E+14","10","10"
"4.46204E+18","636","10"
"6.01171E+15","637","10"
"4.45749E+12","10","10"
"60490596305","1282","10"
"2.25623E+15","1270","10"
"4.44953E+15","2534","10"
"6.01123E+15","1286","10"
"2.26977E+15","1906","10"
"3.52979E+15","10","10"
"6.01193E+15","1273","10"
"3.77027E+14","3176","10"
"4.42781E+12","1909","10"
"3.43669E+14","1908","10"
"4.41272E+15","647","10"
"4.39352E+12","1277","10"
"2.29596E+15","10","10"
"3.57628E+15","633","9"
"3.52559E+15","3205","9"
"3.52457E+15","1910","9"
"3.58113E+15","627","9"
"3.5824E+15","630","9"
"4.76943E+18","2531","9"
"6.01131E+15","1258","9"
"3.51876E+15","1922","9"
"3.5149E+15","1908","9"
"6.0112E+15","627","9"
"3.59293E+15","1289","9"
"6.50025E+15","9","9"
"3.59734E+15","1280","9"
"3.59798E+15","634","9"
"3.51106E+15","639","9"
"6.50698E+15","1271","9"
"3.65815E+13","648","9"
"3.50151E+15","2512","9"
"5.83699E+11","1911","9"
"3.70349E+14","1274","9"
"5.81508E+11","645","9"
"1.80069E+14","1281","9"
"3.73043E+14","1286","9"
"3.47073E+14","1273","9"
"4.68364E+12","2559","9"
"1.80067E+14","1898","9"
"3.46208E+14","643","9"
"3.45389E+14","2516","9"
"1.80059E+14","616","9"
"3.4506E+14","1280","9"
"3.76262E+14","1286","9"
"3.43746E+14","1898","9"
"3.76944E+14","632","9"
"3.78905E+14","1901","9"
"4.91182E+18","9","9"
"4.71079E+15","1249","9"
"3.80575E+13","1893","9"
"3.05965E+13","636","9"
"3.05702E+13","633","9"
"3.85342E+13","9","9"
"3.05612E+13","2535","9"
"4.00377E+15","1274","9"
"3.04342E+13","641","9"
"3.04282E+13","2537","9"
"1.80017E+14","1259","9"
"4.06058E+15","1900","9"
"4.06309E+18","1280","9"
"3.03738E+13","624","9"
"5.68279E+11","1273","9"
"3.0371E+13","1240","9"
"4.08754E+15","9","9"
"3.03447E+13","1285","9"
"4.11655E+15","649","9"
"5.60881E+11","636","9"
"4.13446E+15","655","9"
"4.14924E+15","2521","9"
"6.54473E+15","1939","9"
"4.17395E+15","2520","9"
"5.41006E+15","630","9"
"4.86131E+18","3157","9"
"4.88341E+12","9","9"
"6.54767E+15","1892","9"
"3.02489E+13","1267","9"
"3.02353E+13","1895","9"
"4.2097E+18","635","9"
"4.22599E+18","1269","9"
"4.23955E+15","1874","9"
"4.24352E+18","9","9"
"4.24495E+18","623","9"
"3.0082E+13","1914","9"
"3.00304E+13","2535","9"
"5.03874E+11","3162","9"
"4.30816E+15","634","9"
"4.31213E+18","1273","9"
"5.02038E+11","1902","9"
"4.35814E+18","1245","9"
"4.37926E+18","1934","9"
"2.28728E+15","9","9"
"6.76174E+11","1904","9"
"2.26674E+15","2488","9"
"2.26494E+15","3165","9"
"2.2608E+15","658","9"
"4.99811E+15","2534","9"
"4.48113E+12","1268","9"
"4.48826E+18","1902","9"
"6.76248E+11","1281","9"
"4.82402E+15","641","9"
"6.76282E+11","1926","9"
"4.59803E+12","9","9"
"2.13162E+14","1916","9"
"2.13157E+14","3157","9"
"60416207185","1920","9"
"6.012E+15","1924","9"
"3.55363E+15","3764","9"
"3.55888E+15","1255","9"
"6.01183E+15","9","9"
"3.54008E+15","2535","9"
"3.56384E+15","1304","9"
"3.56542E+15","1255","9"
"3.53692E+15","647","9"
"6.0114E+15","2525","9"
"5.01899E+11","1922","8"
"5.77589E+11","1861","8"
"3.77265E+14","640","8"
"2.13196E+14","1902","8"
"3.49813E+14","8","8"
"2.13194E+14","2486","8"
"4.30663E+12","1278","8"
"3.59312E+15","2507","8"
"4.59974E+18","1278","8"
"3.5792E+15","639","8"
"3.59074E+15","3729","8"
"3.53581E+15","1915","8"
"4.6059E+12","649","8"
"3.5239E+15","2498","8"
"4.61005E+15","1892","8"
"4.83904E+15","1265","8"
"4.61331E+12","1905","8"
"6.76327E+11","635","8"
"2.13148E+14","1886","8"
"3.58379E+15","2500","8"
"4.31958E+18","2553","8"
"4.63496E+15","2534","8"
"4.63533E+15","1274","8"
"1.80011E+14","2543","8"
"3.44342E+14","1878","8"
"3.51237E+15","2516","8"
"6.5022E+15","631","8"
"5.01831E+11","1285","8"
"4.64685E+18","3185","8"
"4.10431E+15","1263","8"
"4.89042E+18","1898","8"
"5.01828E+11","635","8"
"3.55055E+15","648","8"
"6.54098E+15","1261","8"
"6.30413E+11","631","8"
"4.102E+18","1880","8"
"60487002085","618","8"
"4.67061E+15","1264","8"
"4.15502E+15","2560","8"
"4.15721E+15","8","8"
"3.03574E+13","632","8"
"3.76028E+14","2532","8"
"3.5989E+15","642","8"
"3.54002E+15","643","8"
"4.65812E+12","1281","8"
"3.0273E+13","3712","8"
"4.7881E+12","1262","8"
"1.80056E+14","1279","8"
"5.45671E+15","1278","8"
"6.30485E+11","2560","8"
"3.55442E+15","8","8"
"3.88175E+13","8","8"
"1.80043E+14","2549","8"
"3.85885E+13","2514","8"
"3.75768E+14","1909","8"
"4.46446E+12","3110","8"
"4.46746E+18","1261","8"
"6.0116E+15","1260","8"
"4.34879E+15","641","8"
"3.74656E+14","1904","8"
"4.68352E+15","1903","8"
"3.0427E+13","1289","8"
"4.47716E+18","1271","8"
"4.93586E+15","1880","8"
"4.00568E+15","3140","8"
"4.48117E+18","8","8"
"4.29274E+18","1868","8"
"6.30469E+11","2524","8"
"4.83962E+15","2529","8"
"4.22841E+15","639","8"
"4.22973E+15","1883","8"
"5.10481E+15","1246","8"
"3.54042E+15","8","8"
"2.25206E+15","2528","8"
"3.56025E+15","633","8"
"4.24792E+12","1877","8"
"4.2554E+18","1268","8"
"3.72509E+14","3795","8"
"3.48254E+14","650","8"
"3.43464E+14","1914","8"
"4.2929E+18","1879","8"
"3.43473E+14","1273","8"
"4.99235E+18","2552","8"
"6.76195E+11","2509","8"
"2.72001E+15","2502","8"
"4.50914E+15","2546","8"
"4.37337E+18","644","8"
"5.73284E+11","627","8"
"4.37899E+15","1923","8"
"2.23534E+15","653","8"
"6.3903E+11","1269","8"
"4.75604E+18","620","8"
"2.71391E+15","1856","8"
"4.00399E+15","3163","8"
"6.01165E+15","3799","8"
"4.39097E+18","1266","8"
"4.56155E+12","3144","8"
"3.58574E+15","1885","8"
"3.88595E+13","630","8"
"4.56E+18","1912","8"
"4.39668E+12","636","8"
"4.97223E+15","656","8"
"6.59224E+15","1266","7"
"3.89477E+13","1908","7"
"6.01173E+15","7","7"
"3.40103E+14","1264","7"
"3.40187E+14","7","7"
"6.52891E+15","1269","7"
"4.32893E+15","1932","7"
"2.35812E+15","646","7"
"4.34253E+15","1880","7"
"4.35231E+18","7","7"
"3.58929E+15","3170","7"
"3.77655E+14","1878","7"
"4.37734E+15","2500","7"
"4.72724E+15","1901","7"
"2.28881E+15","1874","7"
"3.7755E+14","1262","7"
"5.01895E+11","7","7"
"4.73431E+15","7","7"
"3.57339E+15","1246","7"
"2.28406E+15","653","7"
"2.27491E+15","642","7"
"3.77114E+14","2553","7"
"3.53301E+15","2502","7"
"3.76013E+14","1273","7"
"5.01803E+11","1890","7"
"4.87402E+15","1888","7"
"4.76727E+15","641","7"
"4.47157E+12","1265","7"
"4.74288E+18","1860","7"
"4.49745E+18","1257","7"
"4.49791E+18","1262","7"
"4.99626E+15","1241","7"
"4.50538E+12","1273","7"
"4.7557E+12","3146","7"
"6.52318E+15","655","7"
"2.23561E+15","2543","7"
"2.23388E+15","1901","7"
"4.79894E+18","627","7"
"4.6817E+12","3162","7"
"2.22216E+15","635","7"
"4.97546E+12","7","7"
"3.70877E+14","3189","7"
"2.132E+14","1897","7"
"6.0115E+15","3812","7"
"3.70819E+14","1283","7"
"3.57651E+15","638","7"
"2.13179E+14","4428","7"
"3.50017E+15","642","7"
"4.60016E+12","614","7"
"4.95859E+18","1914","7"
"3.64859E+13","2500","7"
"3.63605E+13","630","7"
"2.13127E+14","1880","7"
"3.54756E+15","1906","7"
"6.30423E+11","3819","7"
"4.71402E+18","7","7"
"4.14964E+12","2523","7"
"4.07051E+15","1269","7"
"4.0666E+12","1882","7"
"3.04077E+13","2548","7"
"4.04444E+18","632","7"
"3.59822E+15","3111","7"
"3.55485E+15","1267","7"
"3.0267E+13","1905","7"
"3.54558E+15","7","7"
"6.0111E+15","3144","7"
"4.19111E+15","1917","7"
"3.02429E+13","1277","7"
"5.15205E+15","1906","7"
"3.0235E+13","3139","7"
"3.59793E+15","1251","7"
"6.01136E+15","1237","7"
"3.05411E+13","644","7"
"6.57778E+15","7","7"
"3.01184E+13","2514","7"
"3.59636E+15","2491","7"
"2.13114E+14","1279","7"
"4.42815E+15","1272","6"
"2.13125E+14","1886","6"
"3.04043E+13","1264","6"
"3.04913E+13","646","6"
"3.05516E+13","3163","6"
"3.52142E+15","3787","6"
"3.57758E+15","2543","6"
"3.7252E+14","3764","6"
"3.75905E+14","1274","6"
"4.27723E+15","1920","6"
"4.2953E+12","6","6"
"4.45144E+15","1243","6"
"4.47432E+15","1901","6"
"4.70787E+15","1917","6"
"5.84674E+11","2502","6"
"6.01192E+15","1280","6"
"6.50131E+15","623","6"
"6.59207E+15","644","6"
"6.59325E+15","1922","6"
"6.76102E+11","2526","6"
"3.42351E+14","1897","5"
"2.24874E+15","2532","5"
"3.03284E+13","1916","5"
"3.56484E+15","2548","5"
"4.58766E+18","3767","5"
"4.68274E+15","632","5"
"1.80081E+14","1265","5"
"3.56034E+15","632","5"
"6.01186E+15","2510","5"
"3.0093E+13","1275","5"
"2.71221E+15","3789","5"
"3.71985E+14","1267","5"
"3.69136E+13","3193","5"
"4.67173E+15","2539","5"
"2.28624E+15","1927","5"
"5.0205E+11","1278","5"
"4.42349E+15","1874","5"
"4.91719E+15","1293","5"
"4.79263E+18","3780","5"
"5.45678E+15","2521","5"
"3.59511E+15","638","5"
"4.68915E+18","1913","5"
"4.01811E+18","1285","5"
"3.85805E+13","2563","5"
"3.03603E+13","632","5"
"3.56637E+15","645","5"
"4.98113E+12","1904","4"
"3.5469E+15","2548","4"
"6.30442E+11","2516","4"
"4.16939E+12","1877","4"
"4.19583E+15","613","4"
"3.01814E+13","638","4"
"2.1312E+14","1289","4"
"4.72567E+15","643","4"
"6.51135E+15","1891","4"
"4.86229E+12","2518","4"
"3.55151E+15","626","4"
"4.87836E+15","633","4"
"4.80755E+12","627","4"
"3.51362E+15","2512","4"
"4.837E+15","3751","4"
"1.80094E+14","3813","4"
"3.56609E+15","3767","3"
"4.06998E+15","2544","3"
"3.46273E+14","3152","3"
"4.22622E+18","621","3"
"3.85443E+13","640","3"
"6.56446E+15","633","3"
"4.57064E+15","1270","3"
"3.55122E+15","3767","3"
"2.26822E+15","620","3"
"2.2548E+15","1904","3"
"6.76314E+11","636","3"
"4.90885E+15","3787","3"
"2.13142E+14","3785","3"
"6.01111E+15","3793","2"
"3.57643E+15","3821","2"
"4.8097E+12","2542","2"
"6.01189E+15","3781","2"
"3.56073E+15","2535","2"
"4.51424E+15","2534","2"
"4.5031E+18","1894","2"
"3.54667E+15","1259","2"
"3.51823E+15","3212","2"
"3.67227E+13","3786","0"
"3.60781E+13","2551","0"
"3.59801E+15","1253","0"
"6.01125E+15","1246","0"
"3.59233E+15","631","0"
"3.58364E+15","3847","0"
"6.01133E+15","1881","0"
"3.58329E+15","1283","0"
"3.58275E+15","2535","0"
"3.5776E+15","629","0"
"3.57614E+15","622","0"
"3.57602E+15","3159","0"
"3.57303E+15","2522","0"
"3.57298E+15","625","0"
"3.56874E+15","1905","0"
"3.56826E+15","2521","0"
"3.5677E+15","3178","0"
"3.566E+15","641","0"
"3.56688E+15","1265","0"
"3.56541E+15","626","0"
"3.56121E+15","639","0"
"3.5607E+15","1883","0"
"6.01172E+15","3172","0"
"2.13107E+14","640","0"
"3.56032E+15","2516","0"
"3.55972E+15","1259","0"
"3.55916E+15","2517","0"
"3.55865E+15","1898","0"
"3.5492E+15","1908","0"
"6.30425E+11","3809","0"
"3.53852E+15","1881","0"
"3.53161E+15","627","0"
"3.52841E+15","1268","0"
"3.52754E+15","3164","0"
"3.52182E+15","1878","0"
"6.39077E+11","635","0"
"6.39096E+11","631","0"
"3.51329E+15","621","0"
"3.50659E+15","1868","0"
"3.50418E+15","1884","0"
"6.51507E+15","622","0"
"3.50209E+15","3161","0"
"3.4879E+14","2551","0"
"3.48379E+14","1256","0"
"6.52645E+15","624","0"
"3.45832E+14","1889","0"
"3.4232E+14","1891","0"
"3.0446E+13","639","0"
"6.53533E+15","636","0"
"3.04083E+13","620","0"
"6.53965E+15","653","0"
"3.03433E+13","1916","0"
"3.02635E+13","1917","0"
"3.0176E+13","2543","0"
"3.01535E+13","1888","0"
"3.01507E+13","1905","0"
"3.01435E+13","1869","0"
"3.01031E+13","1255","0"
"6.59286E+15","1906","0"
"1.80073E+14","1892","0"
"3.00268E+13","2517","0"
"2.70698E+15","1877","0"
"2.57671E+15","1922","0"
"2.31806E+15","629","0"
"6.75946E+11","1908","0"
"2.29601E+15","2536","0"
"1.80018E+14","1867","0"
"2.28507E+15","1274","0"
"2.28087E+15","636","0"
"2.23119E+15","629","0"
"2.22982E+15","638","0"
"2.2241E+15","646","0"
"2.222E+15","1909","0"
"2.13199E+14","641","0"
"2.13191E+14","1880","0"
"2.13186E+14","1253","0"
"2.13175E+14","1882","0"
"2.13164E+14","1259","0"
"2.13155E+14","1248","0"
"2.13153E+14","1869","0"
"6.76373E+11","3184","0"
"4.85549E+18","2516","0"
"4.84131E+15","2503","0"
"4.81084E+18","2546","0"
"4.81079E+18","1896","0"
"4.87378E+15","2494","0"
"4.78323E+12","1890","0"
"4.77707E+15","1884","0"
"4.90063E+12","3182","0"
"4.746E+12","3771","0"
"4.70899E+15","2528","0"
"4.9147E+15","622","0"
"4.6816E+15","3123","0"
"4.662E+18","1274","0"
"4.65318E+18","1266","0"
"4.95165E+15","2531","0"
"4.65101E+15","1264","0"
"4.6404E+12","2534","0"
"4.95792E+12","1254","0"
"4.61006E+15","629","0"
"4.96986E+15","1270","0"
"4.58493E+18","1893","0"
"4.56283E+12","1246","0"
"4.53857E+12","1892","0"
"4.98032E+18","633","0"
"4.98693E+15","643","0"
"4.537E+18","3176","0"
"4.50254E+18","1901","0"
"4.50145E+15","648","0"
"4.48243E+15","1908","0"
"4.46978E+18","2518","0"
"4.45237E+15","3151","0"
"4.44058E+12","641","0"
"4.43309E+15","638","0"
"4.42516E+15","652","0"
"4.41058E+18","1279","0"
"4.40001E+18","2570","0"
"4.38491E+15","1923","0"
"4.34496E+15","1903","0"
"4.33423E+15","2501","0"
"4.31137E+18","1257","0"
"4.26E+12","1274","0"
"4.23944E+12","1254","0"
"4.2205E+18","1269","0"
"4.20811E+18","1261","0"
"4.18653E+12","1888","0"
"5.28929E+15","638","0"
"4.17972E+15","630","0"
"5.35954E+15","2517","0"
"5.38866E+15","1899","0"
"4.1781E+15","1887","0"
"4.1714E+15","628","0"
"5.50108E+15","1878","0"
"4.15895E+15","2527","0"
"4.15876E+15","632","0"
"4.14761E+15","2524","0"
"4.12873E+18","2540","0"
"4.0891E+18","1867","0"
"5.65399E+11","626","0"
"5.67868E+11","3166","0"
"4.04504E+18","1262","0"
