cc_num,top_3_concentration_pct
4.35814e+18,9.95
3582400000000000.0,9.93
374656000000000.0,9.92
6011690000000000.0,9.9
4800400000000000.0,9.86
2318060000000000.0,9.86
5410060000000000.0,9.85
2274910000000000.0,9.82
2719500000000000.0,9.81
4342530000000000.0,9.8
3582750000000000.0,9.8
3511060000000000.0,9.8
4933460000000000.0,9.74
3540860000000000.0,9.72
3562260000000000.0,9.7
374822000000000.0,9.68
4822370000000000.0,9.6
38014400000000.0,9.6
2229820000000000.0,9.55
6550400000000000.0,9.54
4260000000000.0,9.54
4986930000000000.0,9.47
4266200000000000.0,9.47
347613000000000.0,9.44
4874010000000000.0,9.44
6011200000000000.0,9.41
4601640000000.0,9.41
4.37337e+18,9.4
501803000000.0,9.4
4957920000000.0,9.39
4824020000000000.0,9.39
4.85585e+18,9.39
4.102e+18,9.38
3558880000000000.0,9.38
3528230000000000.0,9.37
4764200000000000.0,9.36
378905000000000.0,9.36
3552580000000000.0,9.35
4.11027e+18,9.34
4003990000000000.0,9.32
4.81084e+18,9.31
3501940000000000.0,9.27
3536820000000000.0,9.26
376657000000000.0,9.25
38859500000000.0,9.23
4.2554e+18,9.22
343746000000000.0,9.19
342952000000000.0,9.15
4198470000000.0,9.14
180059000000000.0,9.12
2260800000000000.0,9.11
4173950000000000.0,9.07
6515070000000000.0,9.07
4.29274e+18,9.05
3576510000000000.0,9.02
4972230000000000.0,9.0
4.5031e+18,8.99
5152050000000000.0,8.93
501828000000.0,8.93
4239440000000.0,8.92
377993000000000.0,8.87
639096000000.0,8.87
4725670000000000.0,8.86
180069000000000.0,8.85
2283740000000000.0,8.85
4116550000000000.0,8.84
4600160000000.0,8.8
3541550000000000.0,8.79
30561200000000.0,8.77
3597980000000000.0,8.75
4104310000000000.0,8.74
3577660000000000.0,8.72
4155020000000000.0,8.7
30267000000000.0,8.69
3576140000000000.0,8.68
3536920000000000.0,8.67
3567530000000000.0,8.66
4464460000000.0,8.66
2235340000000000.0,8.66
2235610000000000.0,8.64
3566370000000000.0,8.62
3583090000000000.0,8.61
3556610000000000.0,8.6
4.46204e+18,8.58
3504180000000000.0,8.56
583699000000.0,8.56
30181400000000.0,8.55
4755700000000.0,8.54
345832000000000.0,8.53
4587580000000000.0,8.48
4710790000000000.0,8.46
213112000000000.0,8.45
3537800000000000.0,8.45
580954000000.0,8.45
6011950000000000.0,8.43
4859530000000000.0,8.42
60416207185.0,8.41
3595110000000000.0,8.41
3591920000000000.0,8.38
4195830000000000.0,8.33
4481130000000.0,8.3
6569100000000000.0,8.3
2610530000000000.0,8.3
4.04504e+18,8.29
3565410000000000.0,8.28
371683000000000.0,8.27
4658120000000.0,8.27
501899000000.0,8.23
5127410000000000.0,8.23
180040000000000.0,8.22
3595190000000000.0,8.21
2305340000000000.0,8.21
573284000000.0,8.2
4917230000000.0,8.19
4179720000000000.0,8.16
4562830000000.0,8.16
370349000000000.0,8.16
4.04444e+18,8.16
4254070000000000.0,8.14
372382000000000.0,8.13
4.2097e+18,8.08
3597930000000000.0,8.04
30357400000000.0,8.01
6011310000000000.0,8.0
342036000000000.0,7.99
3544610000000000.0,7.97
2280870000000000.0,7.94
30510900000000.0,7.93
3541690000000000.0,7.93
6011710000000000.0,7.92
3531610000000000.0,7.87
630413000000.0,7.86
570273000000.0,7.86
6526960000000000.0,7.86
4025610000000000.0,7.84
4334230000000000.0,7.83
3599240000000000.0,7.82
4306630000000.0,7.81
213199000000000.0,7.81
3546670000000000.0,7.81
30427000000000.0,7.78
4585130000000.0,7.78
6011390000000000.0,7.75
4169390000000.0,7.75
4914700000000000.0,7.74
4.42608e+18,7.74
377027000000000.0,7.71
213127000000000.0,7.67
4.89707e+18,7.67
4698160000000000.0,7.67
342360000000000.0,7.65
3565420000000000.0,7.65
30501600000000.0,7.62
6526780000000000.0,7.61
6592070000000000.0,7.6
6538440000000000.0,7.58
4134460000000000.0,7.55
36192600000000.0,7.53
6564460000000000.0,7.52
4.58493e+18,7.51
6523180000000000.0,7.51
4.89042e+18,7.49
3583290000000000.0,7.48
213107000000000.0,7.48
3534720000000000.0,7.46
676246000000.0,7.46
4760120000000.0,7.46
36581500000000.0,7.43
3572980000000000.0,7.42
4427810000000.0,7.4
4396680000000.0,7.4
3546900000000000.0,7.4
3593400000000000.0,7.39
30011500000000.0,7.38
3542160000000000.0,7.37
676373000000.0,7.36
4961000000000000.0,7.29
36890300000000.0,7.27
375083000000000.0,7.25
4026220000000.0,7.25
6597250000000000.0,7.25
60427851591.0,7.24
60495593109.0,7.24
180095000000000.0,7.21
3566090000000000.0,7.19
3527060000000000.0,7.17
376944000000000.0,7.14
4561890000000.0,7.13
378279000000000.0,7.09
3560340000000000.0,7.09
30373800000000.0,7.08
4.98032e+18,7.05
4518350000000000.0,7.03
343819000000000.0,7.03
213148000000000.0,7.02
6011490000000000.0,7.02
630471000000.0,7.01
375905000000000.0,7.01
30570200000000.0,6.99
4220350000000.0,6.98
2284060000000000.0,6.97
375975000000000.0,6.96
4538570000000.0,6.96
341283000000000.0,6.96
213103000000000.0,6.96
4.90663e+18,6.96
4171400000000000.0,6.95
3573030000000000.0,6.94
4682740000000000.0,6.93
6547670000000000.0,6.9
2227670000000000.0,6.89
2714020000000000.0,6.86
3551510000000000.0,6.83
6544730000000000.0,6.82
30518200000000.0,6.8
4727240000000000.0,6.79
3575790000000000.0,6.78
6011980000000000.0,6.77
3525590000000000.0,6.75
3598010000000000.0,6.73
374125000000000.0,6.71
4149640000000.0,6.71
30364100000000.0,6.7
2266740000000000.0,6.67
3567700000000000.0,6.66
2224100000000000.0,6.64
4.41058e+18,6.64
676327000000.0,6.64
3577790000000000.0,6.63
4471570000000.0,6.58
6593940000000000.0,6.58
6011650000000000.0,6.56
676292000000.0,6.55
213153000000000.0,6.54
30082000000000.0,6.53
377896000000000.0,6.53
4623560000000.0,6.52
4681700000000.0,6.51
180017000000000.0,6.5
2450830000000000.0,6.49
4066600000000.0,6.48
4878360000000000.0,6.48
4789910000000000.0,6.48
676310000000.0,6.47
3577580000000000.0,6.46
4.37926e+18,6.45
676174000000.0,6.44
375237000000000.0,6.41
4.75604e+18,6.4
3577600000000000.0,6.4
30376200000000.0,6.39
376013000000000.0,6.39
4713460000000000.0,6.36
4.71574e+18,6.36
3543300000000000.0,6.35
6597890000000000.0,6.35
4279160000000.0,6.35
4740710000000000.0,6.31
4.46978e+18,6.3
3573390000000000.0,6.29
4509140000000000.0,6.28
36078100000000.0,6.28
4.40001e+18,6.25
375248000000000.0,6.25
4550600000000000.0,6.23
3557440000000000.0,6.22
4.71083e+18,6.21
3560700000000000.0,6.19
5154900000000000.0,6.19
4492490000000000.0,6.19
4.73685e+18,6.19
3514900000000000.0,6.17
4.81079e+18,6.17
372509000000000.0,6.16
6011380000000000.0,6.15
4981130000000.0,6.15
4229730000000000.0,6.15
3564840000000000.0,6.13
30344700000000.0,6.12
3527540000000000.0,6.12
2268220000000000.0,6.12
630423000000.0,6.12
4561370000000000.0,6.11
3545110000000000.0,6.08
6573560000000000.0,6.08
4904680000000000.0,6.07
3583790000000000.0,6.07
4501450000000000.0,6.05
3560250000000000.0,6.04
6592860000000000.0,6.04
6501310000000000.0,6.03
6011600000000000.0,6.02
4003770000000000.0,6.02
581686000000.0,6.02
560881000000.0,6.01
639024000000.0,6.01
4599290000000000.0,5.98
4642890000000.0,5.97
4.74288e+18,5.96
180081000000000.0,5.95
374930000000000.0,5.95
676314000000.0,5.94
36153900000000.0,5.93
38947700000000.0,5.92
3523900000000000.0,5.92
2291160000000000.0,5.9
343464000000000.0,5.9
3589260000000000.0,5.87
4.42878e+18,5.85
6502200000000000.0,5.82
4917190000000000.0,5.79
4900630000000.0,5.76
30290600000000.0,5.76
6011100000000000.0,5.76
3517530000000000.0,5.75
2356280000000000.0,5.75
2720890000000000.0,5.74
639077000000.0,5.73
3511380000000000.0,5.71
573860000000.0,5.71
3564180000000000.0,5.69
341546000000000.0,5.68
4.58766e+18,5.67
4561550000000.0,5.67
676195000000.0,5.63
6011630000000000.0,5.62
4996260000000000.0,5.61
4128030000000000.0,5.61
30328400000000.0,5.61
3559680000000000.0,5.59
676369000000.0,5.59
213186000000000.0,5.59
4474320000000000.0,5.58
676299000000.0,5.58
3514870000000000.0,5.57
3541160000000000.0,5.56
4607070000000000.0,5.56
4308160000000000.0,5.56
3598300000000000.0,5.55
4428150000000000.0,5.55
3520550000000000.0,5.55
676102000000.0,5.55
348379000000000.0,5.54
3576280000000000.0,5.53
503848000000.0,5.53
4170690000000000.0,5.53
676234000000.0,5.51
4302480000000000.0,5.51
5456780000000000.0,5.48
4.2205e+18,5.45
4103160000000.0,5.45
4952580000000000.0,5.43
180067000000000.0,5.43
6596740000000000.0,5.43
676276000000.0,5.43
3547570000000000.0,5.42
4364010000000000.0,5.4
4708990000000000.0,5.38
3558650000000000.0,5.38
4178100000000000.0,5.37
6539650000000000.0,5.37
3550550000000000.0,5.36
38544300000000.0,5.35
180047000000000.0,5.33
2454080000000000.0,5.33
340103000000000.0,5.32
3554820000000000.0,5.3
345060000000000.0,5.3
372246000000000.0,5.3
2512310000000000.0,5.3
5104810000000000.0,5.28
6011350000000000.0,5.28
6011920000000000.0,5.28
4006050000000.0,5.26
30270400000000.0,5.24
2222000000000000.0,5.23
4.24495e+18,5.22
213191000000000.0,5.18
30560600000000.0,5.18
584674000000.0,5.18
4.35579e+18,5.17
30235400000000.0,5.16
30371000000000.0,5.16
5596350000000000.0,5.16
3533800000000000.0,5.16
4746000000000.0,5.15
180046000000000.0,5.15
180065000000000.0,5.14
4.59974e+18,5.13
630425000000.0,5.13
4.18183e+18,5.13
6534630000000000.0,5.13
4239550000000000.0,5.12
3518760000000000.0,5.07
5501080000000000.0,5.06
4879270000000000.0,5.06
2720430000000000.0,5.05
378006000000000.0,5.05
4060580000000000.0,5.03
4951650000000000.0,5.03
30150700000000.0,5.03
4.66631e+18,5.03
581508000000.0,5.03
4158950000000000.0,5.01
4783230000000.0,5.01
3502090000000000.0,5.0
371985000000000.0,4.99
371226000000000.0,4.98
30118400000000.0,4.98
38052000000000.0,4.98
5456710000000000.0,4.96
6511350000000000.0,4.95
6506980000000000.0,4.95
213162000000000.0,4.94
4.21008e+18,4.93
344342000000000.0,4.93
571844000000.0,4.93
4.98985e+18,4.93
4.7614e+18,4.93
6524380000000000.0,4.92
30093000000000.0,4.91
4169760000000000.0,4.9
4.22599e+18,4.9
375849000000000.0,4.9
4657270000000000.0,4.89
213113000000000.0,4.89
4555100000000000.0,4.89
2233880000000000.0,4.88
4.12873e+18,4.88
3540020000000000.0,4.88
378858000000000.0,4.87
30029100000000.0,4.86
4788100000000.0,4.85
4670610000000000.0,4.85
2296010000000000.0,4.85
180014000000000.0,4.85
30487600000000.0,4.84
4926380000000000.0,4.84
3538520000000000.0,4.84
3528410000000000.0,4.83
3502380000000000.0,4.82
6517220000000000.0,4.81
180036000000000.0,4.81
676248000000.0,4.79
4651010000000000.0,4.78
30238800000000.0,4.77
503874000000.0,4.77
4.39097e+18,4.77
3518670000000000.0,4.76
4.49745e+18,4.76
6540980000000000.0,4.72
376262000000000.0,4.72
374498000000000.0,4.72
30404300000000.0,4.72
3508100000000000.0,4.72
676118000000.0,4.72
4348790000000000.0,4.71
38295600000000.0,4.71
3513510000000000.0,4.71
3597340000000000.0,4.7
3579200000000000.0,4.7
3566880000000000.0,4.69
6011400000000000.0,4.68
4990490000000.0,4.67
4908850000000000.0,4.67
4.65318e+18,4.67
4586260000000.0,4.67
6011890000000000.0,4.65
180073000000000.0,4.65
676149000000.0,4.65
4147610000000000.0,4.65
4.95683e+18,4.64
4119760000000000.0,4.64
571365000000.0,4.63
2713910000000000.0,4.62
6011540000000000.0,4.62
3576020000000000.0,4.62
38530500000000.0,4.61
340951000000000.0,4.61
4.01811e+18,4.6
38588500000000.0,4.59
6011360000000000.0,4.59
4186530000000.0,4.59
2254920000000000.0,4.58
3549200000000000.0,4.57
30235000000000.0,4.57
4377340000000000.0,4.55
3533180000000000.0,4.54
180056000000000.0,4.51
4.48826e+18,4.51
501831000000.0,4.51
374238000000000.0,4.5
4658490000000000.0,4.5
4.06309e+18,4.48
3560320000000000.0,4.48
3543590000000000.0,4.48
3560800000000000.0,4.48
3540080000000000.0,4.45
4328930000000000.0,4.44
565399000000.0,4.43
213161000000000.0,4.42
3524570000000000.0,4.41
3519230000000000.0,4.4
4.95859e+18,4.39
4.51283e+18,4.39
213181000000000.0,4.38
213156000000000.0,4.38
2657850000000000.0,4.37
4629450000000000.0,4.36
4.56e+18,4.36
2297450000000000.0,4.35
4610060000000000.0,4.35
6011550000000000.0,4.34
2712210000000000.0,4.34
4452370000000000.0,4.34
4653880000000000.0,4.33
2348250000000000.0,4.32
60490596305.0,4.32
345934000000000.0,4.3
30343300000000.0,4.3
4826660000000000.0,4.29
3592930000000000.0,4.28
3525670000000000.0,4.28
4069980000000000.0,4.26
4.31137e+18,4.26
4451440000000000.0,4.25
3533740000000000.0,4.24
4.46746e+18,4.24
6595970000000000.0,4.23
6011500000000000.0,4.22
30248900000000.0,4.21
36721400000000.0,4.21
4922710000000000.0,4.2
4476840000000.0,4.18
180043000000000.0,4.18
6011860000000000.0,4.18
5580560000000000.0,4.18
4482430000000000.0,4.17
2703190000000000.0,4.17
4997730000000000.0,4.15
213155000000000.0,4.15
4.99235e+18,4.14
4010000000000000.0,4.14
371284000000000.0,4.14
4393520000000.0,4.12
2720830000000000.0,4.12
4488940000000000.0,4.11
4613310000000.0,4.1
2269770000000000.0,4.08
213179000000000.0,4.07
4873780000000000.0,4.07
3512370000000000.0,4.06
4277230000000000.0,4.06
376445000000000.0,4.03
213187000000000.0,4.03
341543000000000.0,4.02
4247920000000.0,4.02
4195740000000.0,3.98
3523840000000000.0,3.98
4.47716e+18,3.98
3521820000000000.0,3.98
4642260000000000.0,3.97
3589290000000000.0,3.94
213120000000000.0,3.94
6011930000000000.0,3.94
60422928733.0,3.93
6011680000000000.0,3.93
342351000000000.0,3.93
4.0401e+18,3.91
4839620000000000.0,3.88
3531130000000000.0,3.88
3559720000000000.0,3.86
4839040000000000.0,3.85
3517810000000000.0,3.85
5388660000000000.0,3.85
4988300000000.0,3.84
3529600000000000.0,3.83
3547560000000000.0,3.8
4635330000000000.0,3.8
340954000000000.0,3.8
4874020000000000.0,3.8
370612000000000.0,3.8
213200000000000.0,3.79
349613000000000.0,3.78
4.31958e+18,3.75
213125000000000.0,3.75
30103100000000.0,3.75
6011330000000000.0,3.75
4716560000000000.0,3.73
3567880000000000.0,3.72
3586960000000000.0,3.71
4294040000000000.0,3.71
4.0891e+18,3.7
4430880000000000.0,3.7
3553630000000000.0,3.7
180018000000000.0,3.7
3596220000000000.0,3.69
347073000000000.0,3.69
30033200000000.0,3.67
377655000000000.0,3.66
2254800000000000.0,3.66
639030000000.0,3.65
3526830000000000.0,3.65
4.68915e+18,3.65
4681600000000000.0,3.62
6011250000000000.0,3.6
4570640000000000.0,3.59
4.22371e+18,3.59
2288810000000000.0,3.59
3560730000000000.0,3.58
639046000000.0,3.58
213164000000000.0,3.56
3519610000000000.0,3.55
30263500000000.0,3.55
5130480000000000.0,3.52
373043000000000.0,3.52
213126000000000.0,3.51
4191110000000000.0,3.5
4935860000000000.0,3.49
376028000000000.0,3.49
4265780000000000.0,3.48
3535810000000000.0,3.48
4365380000000000.0,3.48
6012000000000000.0,3.48
213175000000000.0,3.47
4707870000000000.0,3.47
6011370000000000.0,3.45
4998110000000000.0,3.45
180085000000000.0,3.44
4.537e+18,3.44
3561960000000000.0,3.44
4424340000000000.0,3.44
30131800000000.0,3.43
30442400000000.0,3.42
577589000000.0,3.42
38199000000000.0,3.42
4005680000000000.0,3.4
36913600000000.0,3.39
213158000000000.0,3.38
377234000000000.0,3.38
3587960000000000.0,3.38
346273000000000.0,3.37
213196000000000.0,3.36
630442000000.0,3.36
3540210000000000.0,3.36
30153500000000.0,3.35
3534330000000000.0,3.35
3568740000000000.0,3.34
4.64685e+18,3.34
3533010000000000.0,3.34
3559160000000000.0,3.33
4.09245e+18,3.31
4079770000000.0,3.31
6011720000000000.0,3.31
4640400000000.0,3.3
4.45773e+18,3.3
4.30103e+18,3.28
30551600000000.0,3.28
4.85549e+18,3.25
2706980000000000.0,3.25
4.20811e+18,3.25
630485000000.0,3.24
4423490000000000.0,3.23
675990000000.0,3.23
213114000000000.0,3.23
4344960000000000.0,3.22
4.5604e+18,3.22
38797400000000.0,3.21
4841310000000000.0,3.21
4683640000000.0,3.2
568279000000.0,3.2
2229380000000000.0,3.19
180011000000000.0,3.17
4.76943e+18,3.17
213194000000000.0,3.16
3506040000000000.0,3.15
502013000000.0,3.14
30135200000000.0,3.14
2475090000000000.0,3.12
4260130000000.0,3.11
30030400000000.0,3.1
4.86131e+18,3.09
345389000000000.0,3.08
343669000000000.0,3.08
581293000000.0,3.07
180048000000000.0,3.07
377114000000000.0,3.07
4837000000000000.0,3.06
6011150000000000.0,3.04
561943000000.0,3.04
30199600000000.0,3.04
348790000000000.0,3.04
567868000000.0,3.03
3586010000000000.0,3.02
180049000000000.0,3.01
375534000000000.0,2.98
571465000000.0,2.98
4610050000000000.0,2.97
4500000000000.0,2.97
30026800000000.0,2.96
502038000000.0,2.96
3518230000000000.0,2.96
2383460000000000.0,2.96
630469000000.0,2.95
30230500000000.0,2.95
180031000000000.0,2.93
342320000000000.0,2.92
373905000000000.0,2.92
30074700000000.0,2.91
3590740000000000.0,2.9
6538890000000000.0,2.9
4.2929e+18,2.89
180068000000000.0,2.88
3598220000000000.0,2.88
4862290000000.0,2.86
6506120000000000.0,2.86
30176000000000.0,2.86
4671730000000000.0,2.85
3513620000000000.0,2.84
30197400000000.0,2.83
36485900000000.0,2.79
344710000000000.0,2.79
30428200000000.0,2.79
4809700000000.0,2.78
6011440000000000.0,2.78
6593250000000000.0,2.78
4514240000000000.0,2.75
3521420000000000.0,2.73
3551220000000000.0,2.73
4449530000000000.0,2.73
4446370000000000.0,2.7
2252060000000000.0,2.69
213142000000000.0,2.68
6011110000000000.0,2.67
3583640000000000.0,2.64
3593120000000000.0,2.63
4777070000000000.0,2.62
180094000000000.0,2.61
3576430000000000.0,2.61
4294930000000.0,2.59
370877000000000.0,2.58
2248740000000000.0,2.57
3587040000000000.0,2.56
4451950000000000.0,2.55
38580500000000.0,2.55
30044300000000.0,2.54
36722700000000.0,2.51
372520000000000.0,2.5
4.79263e+18,2.49
4149240000000000.0,2.49
2720010000000000.0,2.46
213174000000000.0,2.46
3500970000000000.0,2.43
4939980000000000.0,2.4
2242540000000000.0,2.35
4586810000000000.0,2.33
30273000000000.0,2.18
